class,sheet,row,section,desc_old,desc_new,price_old,price_new,note
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,101,DOOR FITTINGS,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,
HIGHLIGHT-ONLY,EXPLOSIVE UP TO 2.7,40,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),EXPLOSIVE UP TO 2.7,45,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),EXPLOSIVE UP TO 2.7,82,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,25,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,28,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,30,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,31,FRONT,0.9 MM ALU PLATE,0.9 MM ALU PLATE,312.40000000000003,312.40000000000003,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,38,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
HIGHLIGHT-ONLY,EXPLOSIVE 2.7 TO 4.8,40,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,41,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,43,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,44,SRD,0.9MM ALU PLATE,0.9MM ALU PLATE,312.40000000000003,312.40000000000003,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,45,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,53,DOOR FITTINGS,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,54,DOOR FITTINGS,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,55,DOOR FITTINGS,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,56,DOOR FITTINGS,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,61,DOOR FITTINGS,28781 SMALL HORIZ CAPPING,28781 SMALL HORIZ CAPPING,240.58,240.58,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,62,DOOR FITTINGS,28780 SMALL VERTICAL ,28780 SMALL VERTICAL ,181.78,181.78,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,63,DOOR FITTINGS,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,64,DOOR FITTINGS,SILPLUS X WHITE SILICONE,SILPLUS X WHITE SILICONE,116.1500,116.1500,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,75,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,78,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,80,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,81,DRD,0.9MM ALU PLATE,0.9MM ALU PLATE,312.40000000000003,312.40000000000003,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,82,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,90,DOOR FITTINGS,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,91,DOOR FITTINGS,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,92,DOOR FITTINGS,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,93,DOOR FITTINGS,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,108,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,111,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,113,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,114,SIDES,0.9MM ALU PLATE,0.9MM ALU PLATE,312.40000000000003,312.40000000000003,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,122,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,125,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,127,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,128,ROOF,0.9MM ALU PLATE,0.9MM ALU PLATE,312.40000000000003,312.40000000000003,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,136,FLOOR,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,138,FLOOR,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,139,FLOOR,RICE GRAIN,RICE GRAIN,3336.472602739726,3336.472602739726,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,140,FLOOR,ALU KICK PLATE,ALU KICK PLATE,496.05,496.05,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,147,ALUMINIUM,28783  SMALL HORIZONTALE CAP,28783  SMALL HORIZONTALE CAP,240.58,240.58,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,148,ALUMINIUM,28780 SMALL VERTICAL,28780 SMALL VERTICAL,181.78,181.78,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,149,ALUMINIUM,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,150,ALUMINIUM,SILPLUS - X WHITE,SILPLUS - X WHITE,116.1500,116.1500,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,158,SUB FRAME + LIGHT BOX ASSY,178*54 RSC,178*54 RSC,243,243,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,159,SUB FRAME + LIGHT BOX ASSY,100*50*3MM CROSS MEMBER,100*50*3MM CROSS MEMBER,243,243,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,185,REAR FRAME + FLOOR PLATE,3MM 3CR12 REAR FRAME,3MM 3CR12 REAR FRAME,965.76,965.76,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,186,REAR FRAME + FLOOR PLATE,TOP FRAME RAIN GUTTER,TOP FRAME RAIN GUTTER,965.76,965.76,
TOTAL-ONLY (derived),EXPLOSIVE 2.7 TO 4.8,202,REFLEXITE TAPE,50MM REFLEXITE TAPE,50MM REFLEXITE TAPE,18.0000,18.0000,
HIGHLIGHT-ONLY,EXPLOSIVE 4.9 AND UP,40,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),EXPLOSIVE 4.9 AND UP,45,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),EXPLOSIVE 4.9 AND UP,82,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,27,FRONT,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,39,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),UP TO 2.3 CHILLER BODY,42,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,74,DRD,PU,PU,0,0,
TOTAL-ONLY (derived),UP TO 2.3 CHILLER BODY,77,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,105,SIDES,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,118,ROOF,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 2.3 CHILLER BODY,131,FLOOR,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,30,FRONT,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,44,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),UP TO 5.5 CHILLER AND 2.3 WIDE,49,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,81,DRD,PU,PU,0,0,
TOTAL-ONLY (derived),UP TO 5.5 CHILLER AND 2.3 WIDE,86,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,114,SIDES,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,129,ROOF,PU,PU,0,0,
HIGHLIGHT-ONLY,UP TO 5.5 CHILLER AND 2.3 WIDE,142,FLOOR,PU,PU,0,0,
HIGHLIGHT-ONLY, 4.9 & UP CHILLER AND 2.5 WIDE ,43,SRD,PU,PU,0,0,
TOTAL-ONLY (derived), 4.9 & UP CHILLER AND 2.5 WIDE ,48,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY, 4.9 & UP CHILLER AND 2.5 WIDE ,80,DRD,PU,PU,0,0,
TOTAL-ONLY (derived), 4.9 & UP CHILLER AND 2.5 WIDE ,85,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY, 4.9 & UP CHILLER AND 2.5 WIDE ,113,SIDES,PU,PU,0,0,
HIGHLIGHT-ONLY, 4.9 & UP CHILLER AND 2.5 WIDE ,128,ROOF,PU,PU,0,0,
HIGHLIGHT-ONLY, 4.9 & UP CHILLER AND 2.5 WIDE ,141,FLOOR,PU,PU,0,0,
