class,sheet,row,section,desc_old,desc_new,price_old,price_new,note
REFUSED (Michael's ruling),Sheet1,193,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
REFUSED (Michael's ruling),Sheet1,194,?,5MM PLATE,5MM PLATE,3046.86,3046.86,
REFUSED (Michael's ruling),Sheet1,201,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
REFUSED (Michael's ruling),Sheet1,202,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
REFUSED (Michael's ruling),Sheet1,204,?,24 MM WISA TRANS FLOOR,24 MM WISA TRANS FLOOR,4295,4295,
REFUSED (Michael's ruling),Sheet1,218,?,SMALL HORIZONTALE,SMALL HORIZONTALE,203.25,203.25,
REFUSED (Michael's ruling),Sheet1,219,?,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,
REFUSED (Michael's ruling),Sheet1,220,?,0661-0631 RIVETS,0661-0631 RIVETS,0.5150,0.5150,
REFUSED (Michael's ruling),Sheet1,221,?,SILPLUS X-WHITE ,SILPLUS X-WHITE ,116.1500,116.1500,
REFUSED (Michael's ruling),Sheet1,223,?,M10*40 CUP SQ BOLTS,M10*40 CUP SQ BOLTS,1.5,1.5,
REFUSED (Michael's ruling),Sheet1,224,?,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,
REFUSED (Michael's ruling),Sheet1,253,?,TAPE,TAPE,18.0000,18.0000,
REFUSED (Michael's ruling),Sheet1,274,PAINTING OF SUB FRAME + REAR FRAME,"120*1,2 MM GLAV BACKING PLATE","120*1,2 MM GLAV BACKING PLATE",89.63300000000001,89.63300000000001,
REFUSED (Michael's ruling),Sheet1,275,PAINTING OF SUB FRAME + REAR FRAME,LOAD LOCK RAIL,LOAD LOCK RAIL,70.0000,70.0000,
REFUSED (Michael's ruling),Sheet1,276,PAINTING OF SUB FRAME + REAR FRAME,RIVETS BACKING PLATE,RIVETS BACKING PLATE,0.2798,0.2798,
REFUSED (Michael's ruling),Sheet1,277,PAINTING OF SUB FRAME + REAR FRAME,RIVETS LOAD LOCK RAIL,RIVETS LOAD LOCK RAIL,0.2798,0.2798,
REFUSED (Michael's ruling),Sheet1,284,?,2MM 3 CR12 PLATE,2MM 3 CR12 PLATE,128,128,
REFUSED (Michael's ruling),Sheet1,285,?,RIVETS,RIVETS,0.2798,0.2798,
REFUSED (Michael's ruling),Sheet1,301,NOSE CONE,2 mm 3 CR 12 plate,2 mm 3 CR 12 plate,192,192,
REFUSED (Michael's ruling),Sheet1,302,NOSE CONE,silicone,silicone,116.1500,116.1500,
REFUSED (Michael's ruling),Sheet1,303,NOSE CONE,rivets,rivets,0.2798,0.2798,
REFUSED (Michael's ruling),Sheet1,310,?,3 mm 3 CR 12 plate,3 mm 3 CR 12 plate,482.77777777777777,482.77777777777777,
REFUSED (Michael's ruling),Sheet1,311,?,silicone,silicone,116.1500,116.1500,
REFUSED (Michael's ruling),Sheet1,312,?,rivets,rivets,0.2798,0.2798,
UNMAPPED SHEET (falls away),AELER PANELS,18,?,WOVEX SKIN,Rhinotex 1375 BW,212.8,226.67,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,19,?,30MM PU INJECTION,30MM PU INJECTION,56.61904761904762,56.61904761904762,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,20,?,WOVEX SKIN,Rhinotex 1375 Bioshield,269.05,235.97,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,26,?,WOVEX SKIN,Rhinotex 1375 BW,212.8,226.67,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,27,?,30MM PU INJECTION,30MM PU INJECTION,56.61904761904762,56.61904761904762,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,28,?,WOVEX SKIN,Rhinotex 1375 Bioshield,269.05,235.97,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,36,?,WOVEX SKIN,Rhinotex 1375 BW,212.8,226.67,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,37,?,30MM PU INJECTION,30MM PU INJECTION,56.61904761904762,56.61904761904762,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,38,?,WOVEX SKIN,Rhinotex 2100 Bioshield,269.05,278.87,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,44,?,WOVEX SKIN,Rhinotex 1375 BW,212.8,226.67,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,45,?,45MM PU INJECTION,45MM PU INJECTION,56.61904761904762,56.61904761904762,no MES body for AELER PANELS
UNMAPPED SHEET (falls away),AELER PANELS,46,?,WOVEX SKIN,Rhinotex 1375 Bioshield,212.8,226.67,no MES body for AELER PANELS
UNMATCHED (no line found),BAKERY BODIES,95,?,19MM PICTURE FRAME,19MM PICTURE FRAME,68.30601092896174,46.27732240437159,"reported, never guessed (default 2)"
TOTAL-ONLY (derived),Adv Vacuum panels,49,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),Adv Vacuum panels,84,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),BAKERY BODIES,40,3MM3CR12 KICK PLATES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,41,3MM3CR12 KICK PLATES,20MM EPS,20MM EPS,41.2,41.2,
HIGHLIGHT-ONLY,BAKERY BODIES,42,3MM3CR12 KICK PLATES,80 DV UNRETHANE,80 DV UNRETHANE,228.65420134228185,228.65420134228185,
TOTAL-ONLY (derived),BAKERY BODIES,43,3MM3CR12 KICK PLATES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,55,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,56,?,20MM EPS,20MM EPS,41.2,41.2,
HIGHLIGHT-ONLY,BAKERY BODIES,57,?,80DV URETHANE,80DV URETHANE,228.65420134228185,228.65420134228185,
TOTAL-ONLY (derived),BAKERY BODIES,60,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,72,?,30258 NEW DOOR CAPPING,30258 NEW DOOR CAPPING,106.14,106.14,
TOTAL-ONLY (derived),BAKERY BODIES,73,?,30258 NEW DOOR CAPPING,30258 NEW DOOR CAPPING,106.14,106.14,
TOTAL-ONLY (derived),BAKERY BODIES,74,?,2316 INNER DOOR RUBBER,2316 INNER DOOR RUBBER,24.72,24.72,
TOTAL-ONLY (derived),BAKERY BODIES,75,?,2317 OUTER DOOR RUBBER,2317 OUTER DOOR RUBBER,60.18,60.18,
TOTAL-ONLY (derived),BAKERY BODIES,89,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,90,?,20MM EPS,20MM EPS,41.2,41.2,
HIGHLIGHT-ONLY,BAKERY BODIES,91,?,80 DV URETHANE,80 DV URETHANE,228.65420134228185,228.65420134228185,
TOTAL-ONLY (derived),BAKERY BODIES,92,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,114,?,SMALL HORIZONTAL,SMALL HORIZONTAL,181.78,181.78,
TOTAL-ONLY (derived),BAKERY BODIES,115,?,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,
TOTAL-ONLY (derived),BAKERY BODIES,117,?,SILICONE,SILICONE,116.1500,116.1500,
TOTAL-ONLY (derived),BAKERY BODIES,118,?,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),BAKERY BODIES,128,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,129,?,20MM EPS,20MM EPS,41.2,41.2,
HIGHLIGHT-ONLY,BAKERY BODIES,130,?,80 DV URETHANE ,80 DV URETHANE ,228.65420134228185,228.65420134228185,
TOTAL-ONLY (derived),BAKERY BODIES,133,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,143,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,144,?,45MM EPS,45MM EPS,92.7,92.7,
HIGHLIGHT-ONLY,BAKERY BODIES,145,?,80 DV URETHANE,80 DV URETHANE,411.57756241610736,411.57756241610736,
TOTAL-ONLY (derived),BAKERY BODIES,146,?,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),BAKERY BODIES,154,?,5MM BEND UP SUB FRAME,5MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,155,?,80*50*3 CROSSMEMEBERS,80*50*3 CROSSMEMEBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,156,?,2MM PLATE,2MM PLATE,2765,2765,
TOTAL-ONLY (derived),BAKERY BODIES,163,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,164,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,165,?,3MM PLATE,3MM PLATE,4345,4345,
TOTAL-ONLY (derived),BAKERY BODIES,172,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,173,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,174,?,3MM PLATE,3MM PLATE,1145.56,1145.56,
TOTAL-ONLY (derived),BAKERY BODIES,182,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,183,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,184,?,4MM PLATE,4MM PLATE,2326.21,2326.21,
TOTAL-ONLY (derived),BAKERY BODIES,192,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,193,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,194,?,5MM PLATE,5MM PLATE,3046.86,3046.86,
TOTAL-ONLY (derived),BAKERY BODIES,201,?,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,
TOTAL-ONLY (derived),BAKERY BODIES,202,?,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,
TOTAL-ONLY (derived),BAKERY BODIES,218,?,SMALL HORIZONTALE,SMALL HORIZONTALE,203.25,203.25,
TOTAL-ONLY (derived),BAKERY BODIES,219,?,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,
TOTAL-ONLY (derived),BAKERY BODIES,220,?,0661-0631 RIVETS,0661-0631 RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),BAKERY BODIES,221,?,SILPLUS X-WHITE ,SILPLUS X-WHITE ,116.1500,116.1500,
TOTAL-ONLY (derived),BAKERY BODIES,223,?,M10*40 CUP SQ BOLTS,M10*40 CUP SQ BOLTS,1.5,1.5,
TOTAL-ONLY (derived),BAKERY BODIES,224,?,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,
TOTAL-ONLY (derived),BAKERY BODIES,253,?,TAPE,TAPE,18.0000,18.0000,
TOTAL-ONLY (derived),BAKERY BODIES,259,?,3MM 3CR12 REAR FRAME,3MM 3CR12 REAR FRAME,965.76,965.76,
TOTAL-ONLY (derived),BAKERY BODIES,260,?,TOP FRAME RAIN GUTTER,TOP FRAME RAIN GUTTER,965.76,965.76,
TOTAL-ONLY (derived),BAKERY BODIES,261,?,3MM 3CR12 FLOOR PLATE,3MM 3CR12 FLOOR PLATE,965.76,965.76,
TOTAL-ONLY (derived),BAKERY BODIES,274,PAINTING OF SUB FRAME + REAR FRAME,"120*1,2 MM GLAV BACKING PLATE","120*1,2 MM GLAV BACKING PLATE",89.63300000000001,89.63300000000001,
TOTAL-ONLY (derived),BAKERY BODIES,275,PAINTING OF SUB FRAME + REAR FRAME,LOAD LOCK RAIL,LOAD LOCK RAIL,70.0000,70.0000,
TOTAL-ONLY (derived),BAKERY BODIES,276,PAINTING OF SUB FRAME + REAR FRAME,RIVETS BACKING PLATE,RIVETS BACKING PLATE,0.2798,0.2798,
TOTAL-ONLY (derived),BAKERY BODIES,277,PAINTING OF SUB FRAME + REAR FRAME,RIVETS LOAD LOCK RAIL,RIVETS LOAD LOCK RAIL,0.2798,0.2798,
TOTAL-ONLY (derived),BAKERY BODIES,284,?,2MM 3 CR12 PLATE,2MM 3 CR12 PLATE,128,128,
TOTAL-ONLY (derived),BAKERY BODIES,285,?,RIVETS,RIVETS,0.2798,0.2798,
TOTAL-ONLY (derived),BAKERY BODIES,301,NOSE CONE,2 mm 3 CR 12 plate,2 mm 3 CR 12 plate,192,192,
TOTAL-ONLY (derived),BAKERY BODIES,302,NOSE CONE,silicone,silicone,116.1500,116.1500,
TOTAL-ONLY (derived),BAKERY BODIES,303,NOSE CONE,rivets,rivets,0.2798,0.2798,
TOTAL-ONLY (derived),BAKERY BODIES,310,?,3 mm 3 CR 12 plate,3 mm 3 CR 12 plate,482.77777777777777,482.77777777777777,
TOTAL-ONLY (derived),BAKERY BODIES,311,?,silicone,silicone,116.1500,116.1500,
TOTAL-ONLY (derived),BAKERY BODIES,312,?,rivets,rivets,0.2798,0.2798,
TOTAL-ONLY (derived),CHESTER SPEC MEAT BODY,46,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),CHESTER SPEC MEAT BODY,83,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,"SMALL MEAT BODY UP TO 5,2",32,FRONT,PU,PU,0,0,
HIGHLIGHT-ONLY,"SMALL MEAT BODY UP TO 5,2",46,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),"SMALL MEAT BODY UP TO 5,2",51,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),"SMALL MEAT BODY UP TO 5,2",88,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,"SMALL MEAT BODY UP TO 5,2",116,SIDES,PU,PU,0,0,
HIGHLIGHT-ONLY,"SMALL MEAT BODY UP TO 5,2",132,ROOF,PU,PU,0,0,
HIGHLIGHT-ONLY,"SMALL MEAT BODY UP TO 5,2",148,FLOOR,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,30,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,31,FRONT,EPS,EPS,127.72,127.72,
HIGHLIGHT-ONLY,MEAT BODY,32,FRONT,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,33,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,35,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,44,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
HIGHLIGHT-ONLY,MEAT BODY,46,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,47,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,49,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,51,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),MEAT BODY,59,DOOR FITTINGS,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,
TOTAL-ONLY (derived),MEAT BODY,60,DOOR FITTINGS,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,
TOTAL-ONLY (derived),MEAT BODY,61,DOOR FITTINGS,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,
TOTAL-ONLY (derived),MEAT BODY,62,DOOR FITTINGS,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,
TOTAL-ONLY (derived),MEAT BODY,67,DOOR FITTINGS,28782SBIG HORIZ CAPPING,28782SBIG HORIZ CAPPING,203.25,203.25,
TOTAL-ONLY (derived),MEAT BODY,68,DOOR FITTINGS,28780 BIG VERTICAL ,28780 BIG VERTICAL ,181.78,181.78,
TOTAL-ONLY (derived),MEAT BODY,69,DOOR FITTINGS,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),MEAT BODY,81,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,82,DRD,EPS,EPS,127.72,127.72,
HIGHLIGHT-ONLY,MEAT BODY,83,DRD,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,84,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,86,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,88,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),MEAT BODY,96,DOOR FITTINGS,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,
TOTAL-ONLY (derived),MEAT BODY,97,DOOR FITTINGS,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,
TOTAL-ONLY (derived),MEAT BODY,98,DOOR FITTINGS,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,
TOTAL-ONLY (derived),MEAT BODY,99,DOOR FITTINGS,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,
TOTAL-ONLY (derived),MEAT BODY,114,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,115,SIDES,EPS,EPS,127.72,127.72,
HIGHLIGHT-ONLY,MEAT BODY,116,SIDES,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,117,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,120,SIDES,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,123,SIDES,3MM MILD STEEL PLATE,3MM MILD STEEL PLATE,384.4161073825503,384.4161073825503,
TOTAL-ONLY (derived),MEAT BODY,130,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,131,ROOF,EPS,EPS,206,206,
HIGHLIGHT-ONLY,MEAT BODY,132,ROOF,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,133,ROOF,100*50*3 R.T.TUBE,100*50*3 R.T.TUBE,124,124,
TOTAL-ONLY (derived),MEAT BODY,134,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,136,ROOF,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,139,ROOF,3MM MILD STEEL PLATE,3MM MILD STEEL PLATE,384.4161073825503,384.4161073825503,
TOTAL-ONLY (derived),MEAT BODY,146,FLOOR,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,147,FLOOR,EPS,EPS,206,206,
HIGHLIGHT-ONLY,MEAT BODY,148,FLOOR,PU,PU,0,0,
TOTAL-ONLY (derived),MEAT BODY,149,FLOOR,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived),MEAT BODY,152,FLOOR,100*50 R.T. TUBE,100*50 R.T. TUBE,124,124,
TOTAL-ONLY (derived),MEAT BODY,153,FLOOR,40*16 TAPPING FLAT BAR,40*16 TAPPING FLAT BAR,97,97,
TOTAL-ONLY (derived),MEAT BODY,158,FLOOR,2*300 INT LAMINATION,2*300 INT LAMINATION,31.939500000000002,31.939500000000002,
TOTAL-ONLY (derived),MEAT BODY,159,FLOOR,ANTI-SKID FINAL COAT,ANTI-SKID FINAL COAT,32.0943,32.0943,
TOTAL-ONLY (derived),MEAT BODY,166,ALUMINIUM,28782 BIG HORIZONTALE CAP,28782 BIG HORIZONTALE CAP,242.9,242.9,
TOTAL-ONLY (derived),MEAT BODY,167,ALUMINIUM,28780 BIG VERTICAL,28780 BIG VERTICAL,203.25,203.25,
TOTAL-ONLY (derived),MEAT BODY,168,ALUMINIUM,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,
TOTAL-ONLY (derived),MEAT BODY,169,ALUMINIUM,SILPLUS - X WHITE,SILPLUS - X WHITE,116.1500,116.1500,
TOTAL-ONLY (derived),MEAT BODY,177,SUB FRAME + LIGHT BOX ASSY,5MM 300 WA PLATE,5MM 300 WA PLATE,243,243,
TOTAL-ONLY (derived),MEAT BODY,178,SUB FRAME + LIGHT BOX ASSY,180*50*5MM CROSS MEMBER,180*50*5MM CROSS MEMBER,243,243,
TOTAL-ONLY (derived),MEAT BODY,208,REAR FRAME + FLOOR PLATE,3MM 3CR12 REAR FRAME,3MM 3CR12 REAR FRAME,965.76,965.76,
TOTAL-ONLY (derived),MEAT BODY,209,REAR FRAME + FLOOR PLATE,TOP FRAME RAIN GUTTER,TOP FRAME RAIN GUTTER,965.76,965.76,
TOTAL-ONLY (derived),MEAT BODY,227,MEAT RAILS,50*10 FLAT BAR,50*10 FLAT BAR,57.5,57.5,
TOTAL-ONLY (derived),MEAT BODY,228,MEAT RAILS,J- BRACKET,J- BRACKET,39.791666666666664,39.791666666666664,
TOTAL-ONLY (derived),MEAT BODY,229,MEAT RAILS,M10*30 GALV BOLTS,M10*30 GALV BOLTS,0.5,0.5,
TOTAL-ONLY (derived),MEAT BODY,230,MEAT RAILS,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,
TOTAL-ONLY (derived),MEAT BODY,233,MEAT RAILS,REFLEXITE TAPE,REFLEXITE TAPE,18.0000,18.0000,
HIGHLIGHT-ONLY,DRY FREIGHT TRAILER,31,FRONT,PU,PU,0,0,
HIGHLIGHT-ONLY,DRY FREIGHT TRAILER,44,DRD,PU,PU,0,0,
TOTAL-ONLY (derived),DRY FREIGHT TRAILER,49,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,DRY FREIGHT TRAILER,77,SIDES,PU,PU,0,0,
HIGHLIGHT-ONLY,DRY FREIGHT TRAILER,92,ROOF,PU,PU,0,0,
TOTAL-ONLY (derived),GRP TRAILERS,59,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),RHINORANGE TRAILER,59,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,"icecream up to 3,2",38,SRD,PU,PU,0,0,
TOTAL-ONLY (derived),"icecream up to 3,2",41,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),"icecream up to 3,2",77,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived),icecream up to 4.8,45,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY,icecream up to 4.8,78,DRD,PU,PU,0,0,
TOTAL-ONLY (derived),icecream up to 4.8,83,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY, icecream 4.9 up,40,SRD,PU,PU,0,0,
TOTAL-ONLY (derived), icecream 4.9 up,45,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived), icecream 4.9 up,83,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY," UP TO 2,3 MTR FREEZER ",39,SRD,PU,PU,0,0,
TOTAL-ONLY (derived)," UP TO 2,3 MTR FREEZER ",42,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived)," UP TO 2,3 MTR FREEZER ",77,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
HIGHLIGHT-ONLY," UP TO 2,3 MTR FREEZER ",118,ROOF,PU,PU,0,0,
HIGHLIGHT-ONLY," UP TO 2,3 MTR FREEZER ",131,FLOOR,PU,PU,0,0,
HIGHLIGHT-ONLY, UP TO 4.8 MT FREEZER  (2,47,SRD,PU,PU,0,0,
TOTAL-ONLY (derived), UP TO 4.8 MT FREEZER  (2,52,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived), UP TO 4.8 MT FREEZER  (2,89,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,30,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,33,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,35,FRONT,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,44,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
HIGHLIGHT-ONLY, 4.9 & UP FREEZER BODY (2,46,SRD,PU,PU,0,0,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,47,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,49,SRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,51,SRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,82,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,85,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,87,DRD,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,89,DRD,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,98,DOOR FITTINGS,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,
TOTAL-ONLY (derived), 4.9 & UP FREEZER BODY (2,100,DOOR FITTINGS,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,
