sheet,section,row,desc_old,desc_new,price_old,price_new,total_old,total_new,desc_changed,price_changed,total_changed,highlighted
Sheet1,?,91,80 DV URETHANE,80 DV URETHANE,228.65420134228185,228.65420134228185,0,0,False,False,False,True
Sheet1,?,92,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,200.655,False,False,True,False
Sheet1,?,93,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,436.41610738255036,False,True,True,True
Sheet1,?,94,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,0,200.655,False,False,True,False
Sheet1,?,95,19MM PHONE BONDED PLYWOOD,19MM PHONE BONDED PLYWOOD,316.77852348993287,223.15436241610738,0,0,False,True,False,True
Sheet1,?,96,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1496.0322,True,False,True,True
Sheet1,?,97,DOOR BLOCKS,DOOR BLOCKS,264.50775000000004,268.01775000000004,264.50775000000004,268.01775000000004,False,True,True,False
Sheet1,?,106,28777 DOOR CAPPING,28777 DOOR CAPPING,106.14,106.14,642.1469999999999,663.375,False,False,True,False
Sheet1,?,107,30258 NEW DOOR CAPPING,30258 NEW DOOR CAPPING,106.14,106.14,732.366,753.5939999999999,False,False,True,False
Sheet1,?,108,2136 INNER DOOR RUBBER,2136 INNER DOOR RUBBER,24.72,24.72,175.51199999999997,180.45600000000002,False,False,True,False
Sheet1,?,109,2317 OUTER DOOR RUBBER,2317 OUTER DOOR RUBBER,60.18,60.18,427.27799999999996,439.314,False,False,True,False
Sheet1,?,115,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,775.2160000000001,805.0320000000002,False,False,True,False
Sheet1,?,117,SILICONE,SILICONE,116.1500,116.1500,603.98,615.5950000000001,False,False,True,False
Sheet1,?,118,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,115.36,117.42,False,False,True,False
Sheet1,?,127,EXT GRP SKIN 2*300 CSM,Rhinotex 1150,213.11,213.11,4183.3493,4171.628250000001,True,False,True,True
Sheet1,?,128,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,561.0908333333333,559.5187500000001,False,False,True,False
Sheet1,?,129,20MM EPS,20MM EPS,41.2,41.2,808.756,806.4900000000001,False,False,True,False
Sheet1,?,130,80 DV URETHANE ,80 DV URETHANE ,228.65420134228185,228.65420134228185,0,0,False,False,False,True
Sheet1,?,131,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,0,559.5187500000001,False,False,True,False
Sheet1,?,132,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,1216.9295302013425,False,True,True,True
Sheet1,?,133,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,561.0908333333333,559.5187500000001,False,False,True,False
Sheet1,?,134,19MM PHENO BONDED PLYWOOD,19MM PHENO BONDED PLYWOOD,316.77852348993287,223.15436241610738,0,0,False,True,False,True
Sheet1,?,135,100*19 PICTURE  FRAME,100*19 PICTURE  FRAME,68.30601092896174,46.27732240437159,2418.0327868852455,1591.9398907103825,False,True,True,True
Sheet1,?,136,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4183.3493,4171.628250000001,True,False,True,True
Sheet1,?,142,EXT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4263.798325000001,4094.375875,True,False,True,True
Sheet1,?,143,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,571.8810416666666,549.1572916666667,False,False,True,False
Sheet1,?,144,45MM EPS,45MM EPS,92.7,92.7,1854.69525,1780.99875,False,False,True,False
Sheet1,?,145,80 DV URETHANE,80 DV URETHANE,411.57756241610736,411.57756241610736,0,0,False,False,False,True
Sheet1,?,146,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,571.8810416666666,549.1572916666667,False,False,True,False
Sheet1,?,147,100*45MM PICTURE FRAME,100*45MM PICTURE FRAME,34.958294778384946,34.144961445051614,1148.3799834699455,1080.6880297358834,False,True,True,True
Sheet1,?,148,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4263.798325000001,4094.375875,True,False,True,True
Sheet1,?,154,5MM BEND UP SUB FRAME,5MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,155,80*50*3 CROSSMEMEBERS,80*50*3 CROSSMEMEBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,156,2MM PLATE,2MM PLATE,2765,2765,13917.166666666666,13364.166666666666,False,False,True,False
Sheet1,?,163,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,164,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,165,3MM PLATE,3MM PLATE,4345,4345,21869.833333333332,21000.833333333332,False,False,True,False
Sheet1,?,172,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,173,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,174,3MM PLATE,3MM PLATE,1145.56,1145.56,7089.326229508197,6807.631147540983,False,False,True,False
Sheet1,?,182,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,183,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,184,4MM PLATE,4MM PLATE,2326.21,2326.21,11708.590333333334,11243.348333333333,False,False,True,False
Sheet1,?,192,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,193,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,194,5MM PLATE,5MM PLATE,3046.86,3046.86,15335.862000000001,14726.49,False,False,True,False
Sheet1,?,201,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,3523.5,False,False,True,False
Sheet1,?,202,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,8891.11475409836,False,False,True,False
Sheet1,?,204,24 MM WISA TRANS FLOOR,24 MM WISA TRANS FLOOR,4295,4295,0,25523.56557377049,False,False,True,False
Sheet1,?,218,SMALL HORIZONTALE,SMALL HORIZONTALE,203.25,203.25,7154.400000000001,6910.5,False,False,True,False
Sheet1,?,219,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,775.2160000000001,805.0320000000002,False,False,True,False
Sheet1,?,220,0661-0631 RIVETS,0661-0631 RIVETS,0.5150,0.5150,370.8,360.5,False,False,True,False
Sheet1,?,221,SILPLUS X-WHITE ,SILPLUS X-WHITE ,116.1500,116.1500,1742.25,1672.5600000000002,False,False,True,False
Sheet1,?,223,M10*40 CUP SQ BOLTS,M10*40 CUP SQ BOLTS,1.5,1.5,44.59090909090909,43.09090909090909,False,False,True,False
Sheet1,?,224,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,21.92089090909091,21.18349090909091,False,False,True,False
Sheet1,?,253,TAPE,TAPE,18.0000,18.0000,316.8,306,False,False,True,False
Sheet1,PAINTING OF SUB FRAME + REAR FRAME,274,"120*1,2 MM GLAV BACKING PLATE","120*1,2 MM GLAV BACKING PLATE",89.63300000000001,89.63300000000001,1344.4950000000001,1290.7152,False,False,True,False
Sheet1,PAINTING OF SUB FRAME + REAR FRAME,275,LOAD LOCK RAIL,LOAD LOCK RAIL,70.0000,70.0000,1050,1008,False,False,True,False
Sheet1,PAINTING OF SUB FRAME + REAR FRAME,276,RIVETS BACKING PLATE,RIVETS BACKING PLATE,0.2798,0.2798,41.97,40.291199999999996,False,False,True,False
Sheet1,PAINTING OF SUB FRAME + REAR FRAME,277,RIVETS LOAD LOCK RAIL,RIVETS LOAD LOCK RAIL,0.2798,0.2798,13.99,13.430399999999999,False,False,True,False
Sheet1,?,284,2MM 3 CR12 PLATE,2MM 3 CR12 PLATE,128,128,1920,1843.2,False,False,True,False
Sheet1,?,285,RIVETS,RIVETS,0.2798,0.2798,13.99,13.430399999999999,False,False,True,False
Sheet1,NOSE CONE,301,2 mm 3 CR 12 plate,2 mm 3 CR 12 plate,192,192,3379.2000000000003,3264,False,False,True,False
Sheet1,NOSE CONE,302,silicone,silicone,116.1500,116.1500,408.84800000000007,394.91,False,False,True,False
Sheet1,NOSE CONE,303,rivets,rivets,0.2798,0.2798,78.79168,76.1056,False,False,True,False
Sheet1,?,310,3 mm 3 CR 12 plate,3 mm 3 CR 12 plate,482.77777777777777,482.77777777777777,8496.888888888889,8207.222222222223,False,False,True,False
Sheet1,?,311,silicone,silicone,116.1500,116.1500,408.84800000000007,394.91,False,False,True,False
Sheet1,?,312,rivets,rivets,0.2798,0.2798,78.79168,76.1056,False,False,True,False
BAKERY BODIES,3MM3CR12 KICK PLATES,39,EXT GRP SKIN 2*300 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,3MM3CR12 KICK PLATES,40,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,3MM3CR12 KICK PLATES,41,20MM EPS,20MM EPS,41.2,41.2,278.51200000000006,319.3,False,False,True,False
BAKERY BODIES,3MM3CR12 KICK PLATES,42,80 DV UNRETHANE,80 DV UNRETHANE,228.65420134228185,228.65420134228185,0,0,False,False,False,True
BAKERY BODIES,3MM3CR12 KICK PLATES,43,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,3MM3CR12 KICK PLATES,44,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,0,False,True,False,True
BAKERY BODIES,3MM3CR12 KICK PLATES,46,19MM PHONO BONDED PLYWOOD,19MM PHONO BONDED PLYWOOD,316.77852348993287,223.15436241610738,0,0,False,True,False,True
BAKERY BODIES,3MM3CR12 KICK PLATES,47,100*19mm PICTURE FRAME,100*19mm PICTURE FRAME,68.30601092896174,46.27732240437159,710.3825136612021,518.3060109289618,False,True,True,True
BAKERY BODIES,3MM3CR12 KICK PLATES,48,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,?,54,EXT GRP SKIN 2*300 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,?,55,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,?,56,20MM EPS,20MM EPS,41.2,41.2,278.51200000000006,319.3,False,False,True,False
BAKERY BODIES,?,57,80DV URETHANE,80DV URETHANE,228.65420134228185,228.65420134228185,0,0,False,False,False,True
BAKERY BODIES,?,59,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,0,False,True,False,True
BAKERY BODIES,?,60,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,?,61,19MM PHONO BONDED PLYWWOD,19MM PHONO BONDED PLYWWOD,316.77852348993287,223.15436241610738,0,0,False,True,False,True
BAKERY BODIES,?,62,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,?,63,DOOR BLOCKS,DOOR BLOCKS,264.50775000000004,268.01775000000004,264.50775000000004,268.01775000000004,False,True,True,False
BAKERY BODIES,?,72,30258 NEW DOOR CAPPING,30258 NEW DOOR CAPPING,106.14,106.14,536.007,514.779,False,False,True,False
BAKERY BODIES,?,73,30258 NEW DOOR CAPPING,30258 NEW DOOR CAPPING,106.14,106.14,1103.856,1316.136,False,False,True,False
BAKERY BODIES,?,74,2316 INNER DOOR RUBBER,2316 INNER DOOR RUBBER,24.72,24.72,381.924,426.41999999999996,False,False,True,False
BAKERY BODIES,?,75,2317 OUTER DOOR RUBBER,2317 OUTER DOOR RUBBER,60.18,60.18,929.781,1038.105,False,False,True,False
BAKERY BODIES,?,88,EXT GRP SKIN 2*300 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,?,89,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,?,90,20MM EPS,20MM EPS,41.2,41.2,278.51200000000006,319.3,False,False,True,False
BAKERY BODIES,?,91,80 DV URETHANE,80 DV URETHANE,228.65420134228185,228.65420134228185,0,0,False,False,False,True
BAKERY BODIES,?,92,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,193.22333333333336,221.52083333333331,False,False,True,False
BAKERY BODIES,?,93,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,0,False,True,False,True
BAKERY BODIES,?,95,19MM PICTURE FRAME,19MM PICTURE FRAME,68.30601092896174,46.27732240437159,461.74863387978144,358.64924863387984,False,True,True,True
BAKERY BODIES,?,96,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,1440.6236000000001,1651.6025000000002,True,False,True,True
BAKERY BODIES,?,97,DOOR BLOCKS,DOOR BLOCKS,264.50775000000004,268.01775000000004,264.50775000000004,268.01775000000004,False,True,True,False
BAKERY BODIES,?,114,SMALL HORIZONTAL,SMALL HORIZONTAL,181.78,181.78,945.2560000000001,908.9,False,False,True,False
BAKERY BODIES,?,115,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,775.2160000000001,924.296,False,False,True,False
BAKERY BODIES,?,117,SILICONE,SILICONE,116.1500,116.1500,603.98,650.4399999999999,False,False,True,False
BAKERY BODIES,?,118,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,115.36,123.60000000000001,False,False,True,False
BAKERY BODIES,?,127,EXT GRP SKIN 2*300 CSM,Rhinotex 1150,213.11,213.11,4183.3493,7452.030480000001,True,False,True,True
BAKERY BODIES,?,128,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,561.0908333333333,999.5020000000001,False,False,True,False
BAKERY BODIES,?,129,20MM EPS,20MM EPS,41.2,41.2,808.756,1440.6816000000003,False,False,True,False
BAKERY BODIES,?,130,80 DV URETHANE ,80 DV URETHANE ,228.65420134228185,228.65420134228185,0,0,False,False,False,True
BAKERY BODIES,?,132,4 MM PLYWOOD,4 MM PLYWOOD,71.47651006711409,68.79194630872483,0,0,False,True,False,True
BAKERY BODIES,?,133,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,561.0908333333333,999.5020000000001,False,False,True,False
BAKERY BODIES,?,134,19MM PHENO BONDED PLYWOOD,19MM PHENO BONDED PLYWOOD,68.30601092896174,46.27732240437159,0,0,False,True,False,True
BAKERY BODIES,?,135,100*19 PICTURE  FRAME,100*19 PICTURE  FRAME,68.30601092896174,46.27732240437159,2418.0327868852455,2374.95218579235,False,True,True,True
BAKERY BODIES,?,136,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4183.3493,7452.030480000001,True,False,True,True
BAKERY BODIES,?,142,EXT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4263.798325000001,6129.8960400000005,True,False,True,True
BAKERY BODIES,?,143,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,571.8810416666666,822.1709999999999,False,False,True,False
BAKERY BODIES,?,144,45MM EPS,45MM EPS,92.7,92.7,1854.69525,2666.4228,False,False,True,False
BAKERY BODIES,?,145,80 DV URETHANE,80 DV URETHANE,411.57756241610736,411.57756241610736,0,0,False,False,False,True
BAKERY BODIES,?,146,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,571.8810416666666,822.1709999999999,False,False,True,False
BAKERY BODIES,?,147,100*45MM PICTURE FRAME,100*45MM PICTURE FRAME,34.958294778384946,34.144961445051614,1148.3799834699455,1627.6903120856105,False,True,True,True
BAKERY BODIES,?,148,INT GRP SKIN 1*450 CSM,Rhinotex 1150,213.11,213.11,4263.798325000001,6129.8960400000005,True,False,True,True
BAKERY BODIES,?,154,5MM BEND UP SUB FRAME,5MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,155,80*50*3 CROSSMEMEBERS,80*50*3 CROSSMEMEBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,156,2MM PLATE,2MM PLATE,2765,2765,13917.166666666666,20792.800000000003,False,False,True,False
BAKERY BODIES,?,163,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,164,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,165,3MM PLATE,3MM PLATE,4345,4345,21869.833333333332,32674.4,False,False,True,False
BAKERY BODIES,?,172,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,173,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,174,3MM PLATE,3MM PLATE,1145.56,1145.56,7089.326229508197,10591.735081967214,False,False,True,False
BAKERY BODIES,?,182,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,183,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,184,4MM PLATE,4MM PLATE,2326.21,2326.21,11708.590333333334,17493.0992,False,False,True,False
BAKERY BODIES,?,192,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,193,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,194,5MM PLATE,5MM PLATE,3046.86,3046.86,15335.862000000001,22912.3872,False,False,True,False
BAKERY BODIES,?,201,4 MM BEND UP SUB FRAME,4 MM BEND UP SUB FRAME,243,243,3669.2999999999997,5482.080000000001,False,False,True,False
BAKERY BODIES,?,202,80*50*3 CROSSMEMBERS,80*50*3 CROSSMEMBERS,124.68,124.68,9259.022950819673,13833.348196721314,False,False,True,False
BAKERY BODIES,?,218,SMALL HORIZONTALE,SMALL HORIZONTALE,203.25,203.25,7154.400000000001,10146.24,False,False,True,False
BAKERY BODIES,?,219,SMALL VERTICAL,SMALL VERTICAL,149.08,149.08,775.2160000000001,924.296,False,False,True,False
BAKERY BODIES,?,220,0661-0631 RIVETS,0661-0631 RIVETS,0.5150,0.5150,370.8,534.7760000000001,False,False,True,False
BAKERY BODIES,?,221,SILPLUS X-WHITE ,SILPLUS X-WHITE ,116.1500,116.1500,1742.25,2608.7290000000003,False,False,True,False
BAKERY BODIES,?,223,M10*40 CUP SQ BOLTS,M10*40 CUP SQ BOLTS,1.5,1.5,44.59090909090909,62.968181818181826,False,False,True,False
BAKERY BODIES,?,224,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,21.92089090909091,30.955158181818188,False,False,True,False
BAKERY BODIES,?,253,TAPE,TAPE,18.0000,18.0000,316.8,449.28000000000003,False,False,True,False
BAKERY BODIES,?,259,3MM 3CR12 REAR FRAME,3MM 3CR12 REAR FRAME,965.76,965.76,524.793984,504.60959999999994,False,False,True,False
BAKERY BODIES,?,260,TOP FRAME RAIN GUTTER,TOP FRAME RAIN GUTTER,965.76,965.76,765.8476800000001,736.3919999999999,False,False,True,False
BAKERY BODIES,?,261,3MM 3CR12 FLOOR PLATE,3MM 3CR12 FLOOR PLATE,965.76,965.76,326.42688000000004,313.872,False,False,True,False
BAKERY BODIES,PAINTING OF SUB FRAME + REAR FRAME,274,"120*1,2 MM GLAV BACKING PLATE","120*1,2 MM GLAV BACKING PLATE",89.63300000000001,89.63300000000001,1344.4950000000001,2013.1571800000004,False,False,True,False
BAKERY BODIES,PAINTING OF SUB FRAME + REAR FRAME,275,LOAD LOCK RAIL,LOAD LOCK RAIL,70.0000,70.0000,1050,1572.2,False,False,True,False
BAKERY BODIES,PAINTING OF SUB FRAME + REAR FRAME,276,RIVETS BACKING PLATE,RIVETS BACKING PLATE,0.2798,0.2798,41.97,62.84307999999999,False,False,True,False
BAKERY BODIES,PAINTING OF SUB FRAME + REAR FRAME,277,RIVETS LOAD LOCK RAIL,RIVETS LOAD LOCK RAIL,0.2798,0.2798,13.99,20.947693333333333,False,False,True,False
BAKERY BODIES,?,284,2MM 3 CR12 PLATE,2MM 3 CR12 PLATE,128,128,1920,2874.88,False,False,True,False
BAKERY BODIES,?,285,RIVETS,RIVETS,0.2798,0.2798,13.99,20.947693333333333,False,False,True,False
BAKERY BODIES,NOSE CONE,301,2 mm 3 CR 12 plate,2 mm 3 CR 12 plate,192,192,3379.2000000000003,4792.32,False,False,True,False
BAKERY BODIES,NOSE CONE,302,silicone,silicone,116.1500,116.1500,408.84800000000007,579.8208000000001,False,False,True,False
BAKERY BODIES,NOSE CONE,303,rivets,rivets,0.2798,0.2798,78.79168,111.740928,False,False,True,False
BAKERY BODIES,?,310,3 mm 3 CR 12 plate,3 mm 3 CR 12 plate,482.77777777777777,482.77777777777777,8496.888888888889,12050.133333333333,False,False,True,False
BAKERY BODIES,?,311,silicone,silicone,116.1500,116.1500,408.84800000000007,579.8208000000001,False,False,True,False
BAKERY BODIES,?,312,rivets,rivets,0.2798,0.2798,78.79168,111.740928,False,False,True,False
TAUT LINER RIGID,?,28,EXT GRP SKIN 2*300 CSM,EXT GRP SKIN 2*300 CSM,272.27,263.65,1840.5452,1782.2740000000001,False,True,True,False
TAUT LINER RIGID,?,32,4 MM PLYWOOD,4 MM PLYWOOD,213,205,1351.2720000000002,1300.52,False,True,True,False
TAUT LINER RIGID,?,34,INT GRP SKIN 2*300 CSM,INT GRP SKIN 2*300 CSM,272.27,263.65,1840.5452,1782.2740000000001,False,True,True,False
TAUT LINER RIGID,?,35,DOOR BLOCKS,DOOR BLOCKS,791.00775,794.51775,791.00775,794.51775,False,True,True,False
TAUT LINER RIGID,ROOF,81,EXT GRP SKIN 2*300 CSM,EXT GRP SKIN 2*300 CSM,272.27,263.65,5230.987375,5065.375624999999,False,True,True,False
CHESTER SPEC MEAT BODY,FRONT,24,EXT GRP SKIN 2*450,EXT GRP SKIN 2*450,272.27,263.65,1894.3185249999995,1834.3448749999995,False,True,True,False
CHESTER SPEC MEAT BODY,FRONT,27,PU,PU,258.3223087248322,245.73583892617447,1537.9476972241612,1463.0128906308723,False,True,True,False
CHESTER SPEC MEAT BODY,FRONT,29,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,665.3984899328858,602.3607382550334,False,True,True,False
CHESTER SPEC MEAT BODY,FRONT,31,100*62 PICTURE FRAME,100*62 PICTURE FRAME,38.09979477838494,37.28646144505161,402.3338328597449,393.7450328597449,False,True,True,False
CHESTER SPEC MEAT BODY,FRONT,32,INT GRP SKIN 1*450,INT GRP SKIN 1*450,267.84,272.27,1863.4967999999994,1894.3185249999995,False,True,True,False
CHESTER SPEC MEAT BODY,SRD,38,EXT GRP SKIN 2*450,EXT GRP SKIN 2*450,272.27,263.65,1894.3185249999995,1834.3448749999995,False,True,True,False
CHESTER SPEC MEAT BODY,SRD,43,6MM PF PLYWWOD,6MM PF PLYWWOD,95.63758389261746,86.57718120805369,665.3984899328858,602.3607382550334,False,True,True,False
CHESTER SPEC MEAT BODY,SRD,45,INT GRP SKIN 1*450,INT GRP SKIN 1*450,267.84,272.27,1863.4967999999994,1894.3185249999995,False,True,True,False
CHESTER SPEC MEAT BODY,SRD,46,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,680,780,False,False,True,False
CHESTER SPEC MEAT BODY,DRD,75,EXT GRP SKIN 2*300,EXT GRP SKIN 2*300,272.27,263.65,1939.2430749999996,1877.8471249999996,False,True,True,False
CHESTER SPEC MEAT BODY,DRD,78,PU,PU,258.3223087248322,245.73583892617447,1537.9476972241612,1463.0128906308723,False,True,True,False
CHESTER SPEC MEAT BODY,DRD,80,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,681.1786912751677,616.6459731543623,False,True,True,False
CHESTER SPEC MEAT BODY,DRD,82,INT GRP SKIN 1*450,INT GRP SKIN 1*450,267.84,272.27,1907.6903999999995,1939.2430749999996,False,True,True,False
CHESTER SPEC MEAT BODY,DRD,83,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,False
CHESTER SPEC MEAT BODY,SIDES,108,EXT GRP SKIN 2*450,EXT GRP SKIN 2*450,272.27,263.65,6401.748374999999,6199.070624999999,False,True,True,False
CHESTER SPEC MEAT BODY,SIDES,111,PU,PU,258.3223087248322,245.73583892617447,5389.120004617451,5126.541071677852,False,True,True,False
CHESTER SPEC MEAT BODY,SIDES,113,60*50 LVL BEAMS,60*50 LVL BEAMS,359,409,13586.090163934428,15478.303278688529,False,True,True,False
CHESTER SPEC MEAT BODY,SIDES,114,4MM PF PLYWOOD,4MM PF PLYWOOD,285,258,6701.0625,6066.224999999999,False,True,True,False
CHESTER SPEC MEAT BODY,SIDES,116,INT GRP SKIN1*450,INT GRP SKIN1*450,267.84,272.27,6297.587999999999,6401.748374999999,False,True,True,False
CHESTER SPEC MEAT BODY,SIDES,117,58MM PICTURE FRAME,58MM PICTURE FRAME,38.09979477838494,37.28646144505161,756.2809263509411,740.1362596842745,False,True,True,False
CHESTER SPEC MEAT BODY,ROOF,124,EXT GRP SKIN 2*300,EXT GRP SKIN 2*300,267.84,272.27,6068.5848,6168.957525,False,True,True,False
CHESTER SPEC MEAT BODY,ROOF,127,PU,PU,430.5371812080537,409.5597315436242,8981.866674362416,8544.235119463088,False,True,True,False
CHESTER SPEC MEAT BODY,ROOF,130,6MM PF PLYWOOD,6MM PF PLYWOOD,285,258,6457.387500000001,5845.635,False,True,True,False
CHESTER SPEC MEAT BODY,ROOF,132,INT GRP SKIN 2*450,INT GRP SKIN 2*450,267.84,272.27,6068.5848,6168.957525,False,True,True,False
CHESTER SPEC MEAT BODY,ROOF,133,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,2049.168231382514,2012.312031382514,False,True,True,False
CHESTER SPEC MEAT BODY,FLOOR,141,PU,PU,430.5371812080537,409.5597315436242,8981.866674362416,8544.235119463088,False,True,True,False
"SMALL MEAT BODY UP TO 5,2",FRONT,29,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,1334.5422957999995,1044.5671893999997,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",FRONT,32,PU,PU,0,0,0,0,False,False,False,True
"SMALL MEAT BODY UP TO 5,2",FRONT,34,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,468.77144295301997,424.3615167785233,False,True,True,True
