sheet,section,row,desc_old,desc_new,price_old,price_new,total_old,total_new,desc_changed,price_changed,total_changed,highlighted
"SMALL MEAT BODY UP TO 5,2",FRONT,36,100*62 PICTURE FRAME,100*62 PICTURE FRAME,38.09979477838494,37.28646144505161,337.41178255737697,330.208902557377,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",FRONT,37,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1312.8284735999994,1091.8670503999995,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",SRD,43,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,1334.5422957999995,1044.5671893999997,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",SRD,46,PU,PU,0,0,0,0,False,False,False,True
"SMALL MEAT BODY UP TO 5,2",SRD,48,6MM PF PLYWWOD,6MM PF PLYWWOD,95.63758389261746,86.57718120805369,468.77144295301997,424.3615167785233,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",SRD,50,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1312.8284735999994,1091.8670503999995,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",SRD,51,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,680,780,False,False,True,False
"SMALL MEAT BODY UP TO 5,2",DRD,80,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,1370.4492633999994,1072.6721361999996,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",DRD,85,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,481.38412751677834,435.7793154362414,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",DRD,87,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1348.1512127999993,1121.2446391999995,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",DRD,88,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,False
"SMALL MEAT BODY UP TO 5,2",SIDES,113,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,3141.859664999999,2459.1828449999994,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",SIDES,116,PU,PU,0,0,0,0,False,False,False,True
"SMALL MEAT BODY UP TO 5,2",SIDES,118,60*50 LVL BEAMS,60*50 LVL BEAMS,128.67383512544802,146.59498207885304,1351.0752688172042,1539.2473118279568,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",SIDES,119,4MM PF PLYWOOD,4MM PF PLYWOOD,234.73154362416108,171.14093959731542,2708.684647651006,1974.8808724832209,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",SIDES,121,INT GRP SKIN1*450,Rhinotex 1150 Bioshield,267.84,222.76,3090.7396799999988,2570.5390199999993,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",SIDES,122,58MM PICTURE FRAME,58MM PICTURE FRAME,38.09979477838494,37.28646144505161,483.791194095932,473.46348742926534,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",ROOF,129,EXT GRP SKIN 2*300,Rhinotex 1150 BW,267.84,213.11,3304.475999999999,2629.244625,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",ROOF,132,PU,PU,0,0,0,0,False,False,False,True
"SMALL MEAT BODY UP TO 5,2",ROOF,135,6MM PF PLYWOOD,6MM PF PLYWOOD,71.47651006711409,68.79194630872483,881.84144295302,848.7206375838925,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",ROOF,137,INT GRP SKIN 2*450,Rhinotex 1150 Bioshield,267.84,222.76,3304.475999999999,2748.3014999999996,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",ROOF,138,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,1115.8165311566484,1095.7475311566484,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",FLOOR,145,EXT GRP SKIN 2*450,Rhinotex 1150 BW,267.84,213.11,3304.475999999999,2629.244625,True,True,True,True
"SMALL MEAT BODY UP TO 5,2",FLOOR,148,PU,PU,0,0,0,0,False,False,False,True
"SMALL MEAT BODY UP TO 5,2",FLOOR,150,12 MM PF PLYWOOD,12 MM PF PLYWOOD,162.751677852349,149.66442953020135,0,0,False,True,False,True
"SMALL MEAT BODY UP TO 5,2",FLOOR,151,12 MM FINN PLYWOOD,12 MM FINN PLYWOOD,354.0268456375839,267.7852348993289,4367.806208053691,3303.8003355704695,False,True,True,True
"SMALL MEAT BODY UP TO 5,2",FLOOR,154,100*50 LVL,100*50 LVL,128.67383512544802,146.59498207885304,3762.625347348073,4286.667874833876,False,True,True,True
MEAT BODY,FRONT,29,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,1303.0569929999997,1426.5370289999998,True,True,True,True
MEAT BODY,FRONT,30,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,FRONT,31,EPS,EPS,127.72,127.72,611.2551479999998,854.9449079999999,False,False,True,False
MEAT BODY,FRONT,32,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,FRONT,33,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,FRONT,34,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,457.7119127516778,579.5389932885905,False,True,True,True
MEAT BODY,FRONT,35,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,FRONT,36,100*62 PICTURE FRAME,100*62 PICTURE FRAME,38.09979477838494,37.28646144505161,333.44940390042495,385.98944887917423,False,True,True,True
MEAT BODY,FRONT,37,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1281.8554559999995,1491.1331639999999,True,True,True,True
MEAT BODY,SRD,43,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,1303.0569929999997,1426.5370289999998,True,True,True,True
MEAT BODY,SRD,44,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,SRD,46,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,SRD,47,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,SRD,48,6MM PF PLYWWOD,6MM PF PLYWWOD,95.63758389261746,86.57718120805369,457.7119127516778,579.5389932885905,False,True,True,True
MEAT BODY,SRD,49,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,136.79697499999997,191.33397499999998,False,False,True,False
MEAT BODY,SRD,50,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1281.8554559999995,1491.1331639999999,True,True,True,True
MEAT BODY,SRD,51,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,680,780,False,False,True,False
MEAT BODY,DOOR FITTINGS,59,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,894.4799999999998,1043.5599999999997,False,False,True,False
MEAT BODY,DOOR FITTINGS,60,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,680.4694999999998,812.5994999999998,False,False,True,False
MEAT BODY,DOOR FITTINGS,61,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,148.31999999999994,173.03999999999994,False,False,True,False
MEAT BODY,DOOR FITTINGS,62,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,361.07999999999987,421.2599999999999,False,False,True,False
MEAT BODY,DOOR FITTINGS,67,28782SBIG HORIZ CAPPING,28782SBIG HORIZ CAPPING,203.25,203.25,934.9499999999999,1056.9,False,False,True,False
MEAT BODY,DOOR FITTINGS,68,28780 BIG VERTICAL ,28780 BIG VERTICAL ,181.78,181.78,836.188,1017.968,False,False,True,False
MEAT BODY,DOOR FITTINGS,69,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,65.199,75.80799999999999,False,False,True,False
MEAT BODY,DRD,80,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,1339.3505839999993,1461.551002,True,True,True,True
MEAT BODY,DRD,81,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,140.60713333333328,196.03021666666663,False,False,True,False
MEAT BODY,DRD,82,EPS,EPS,127.72,127.72,628.2802239999997,875.9293039999999,False,False,True,False
MEAT BODY,DRD,83,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,DRD,84,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,140.60713333333328,196.03021666666663,False,False,True,False
MEAT BODY,DRD,85,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,470.46040268456363,593.7636241610737,False,True,True,True
MEAT BODY,DRD,86,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,140.60713333333328,196.03021666666663,False,False,True,False
MEAT BODY,DRD,87,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,1317.5585279999993,1527.7326319999997,True,True,True,True
MEAT BODY,DRD,88,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,False
MEAT BODY,DOOR FITTINGS,96,28779 DOOR CAPPING,28779 DOOR CAPPING,149.08,149.08,1714.42,2027.4879999999998,False,False,True,False
MEAT BODY,DOOR FITTINGS,97,28777 DOOR CAPPING,28777 DOOR CAPPING,132.13,132.13,303.89899999999994,369.96399999999994,False,False,True,False
MEAT BODY,DOOR FITTINGS,98,2316 DOOR RUBBER,2316 DOOR RUBBER,24.72,24.72,284.28,336.19199999999995,False,False,True,False
MEAT BODY,DOOR FITTINGS,99,2317 DOOR RUBBER,2317 DOOR RUBBER,60.18,60.18,692.07,818.4479999999999,False,False,True,False
MEAT BODY,SIDES,113,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,3073.247624999999,4772.065675,True,True,True,True
MEAT BODY,SIDES,114,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,322.6343749999999,640.0522916666666,False,False,True,False
MEAT BODY,SIDES,115,EPS,EPS,127.72,127.72,1441.6394999999998,2859.9700999999995,False,False,True,False
MEAT BODY,SIDES,116,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,SIDES,117,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,322.6343749999999,640.0522916666666,False,False,True,False
MEAT BODY,SIDES,118,60*50 LVL BEAMS,60*50 LVL BEAMS,128.67383512544802,146.59498207885304,1627.9349550502377,2985.130442446677,False,True,True,True
MEAT BODY,SIDES,119,4MM PF PLYWOOD,4MM PF PLYWOOD,234.73154362416108,171.14093959731542,2649.5322986577175,3832.2734899328852,False,True,True,True
MEAT BODY,SIDES,120,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,322.6343749999999,640.0522916666666,False,False,True,False
MEAT BODY,SIDES,121,INT GRP SKIN1*450,Rhinotex 1150 Bioshield,267.84,222.76,3023.2439999999992,4988.153299999999,True,True,True,True
MEAT BODY,SIDES,122,58MM PICTURE FRAME,58MM PICTURE FRAME,38.09979477838494,37.28646144505161,481.96240394656945,728.950321250759,False,True,True,True
MEAT BODY,SIDES,123,3MM MILD STEEL PLATE,3MM MILD STEEL PLATE,384.4161073825503,384.4161073825503,82.64946308724831,101.87026845637581,False,False,True,False
MEAT BODY,ROOF,129,EXT GRP SKIN 2*300,Rhinotex 1150 BW,267.84,213.11,3304.475999999999,4772.065675000001,True,True,True,True
MEAT BODY,ROOF,130,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,352.64687499999997,640.0522916666667,False,False,True,False
MEAT BODY,ROOF,131,EPS,EPS,206,206,2541.5249999999996,4612.8550000000005,False,False,True,False
MEAT BODY,ROOF,132,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,ROOF,133,100*50*3 R.T.TUBE,100*50*3 R.T.TUBE,124,124,3201.639344262295,5153.114754098362,False,False,True,False
MEAT BODY,ROOF,134,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,352.64687499999997,640.0522916666667,False,False,True,False
MEAT BODY,ROOF,135,6MM PF PLYWOOD,6MM PF PLYWOOD,71.47651006711409,68.79194630872483,881.84144295302,1540.423657718121,False,True,True,True
MEAT BODY,ROOF,136,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,352.64687499999997,640.0522916666667,False,False,True,False
MEAT BODY,ROOF,137,INT GRP SKIN 2*450,Rhinotex 1150 Bioshield,267.84,222.76,3304.475999999999,4988.1533,True,True,True,True
MEAT BODY,ROOF,138,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,1115.8165311566484,1988.77621814997,False,True,True,True
MEAT BODY,ROOF,139,3MM MILD STEEL PLATE,3MM MILD STEEL PLATE,384.4161073825503,384.4161073825503,90.33778523489931,101.87026845637584,False,False,True,False
MEAT BODY,FLOOR,145,EXT GRP SKIN 2*450,Rhinotex 1150 BW,267.84,222.76,3304.475999999999,4988.1533,True,True,True,True
MEAT BODY,FLOOR,146,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,352.64687499999997,640.0522916666667,False,False,True,False
MEAT BODY,FLOOR,147,EPS,EPS,206,206,2541.5249999999996,4612.8550000000005,False,False,True,False
MEAT BODY,FLOOR,148,PU,PU,0,0,0,0,False,False,False,True
MEAT BODY,FLOOR,149,GLUE LINE,GLUE LINE,28.583333333333332,28.583333333333332,352.64687499999997,640.0522916666667,False,False,True,False
MEAT BODY,FLOOR,150,18 MM PF PLYWOOD,18 MM PF PLYWOOD,243.28859060402684,246.64429530201343,0,0,False,True,False,True
MEAT BODY,FLOOR,151,18 MM FINN PLYWOOD,18 MM FINN PLYWOOD,667.7852348993289,375.83892617449663,8238.80033557047,8415.973154362417,False,True,True,True
MEAT BODY,FLOOR,152,100*50 R.T. TUBE,100*50 R.T. TUBE,124,124,1860,2993.714285714286,False,False,True,False
MEAT BODY,FLOOR,153,40*16 TAPPING FLAT BAR,40*16 TAPPING FLAT BAR,97,97,388,624.4952380952382,False,False,True,False
MEAT BODY,FLOOR,154,100*50 LVL,100*50 LVL,128.67383512544802,146.59498207885304,3762.625347348073,6899.494008065956,False,True,True,True
MEAT BODY,FLOOR,158,2*300 INT LAMINATION,2*300 INT LAMINATION,31.939500000000002,31.939500000000002,1100.7948675000002,1893.8526525000002,False,False,True,False
MEAT BODY,FLOOR,159,ANTI-SKID FINAL COAT,ANTI-SKID FINAL COAT,32.0943,32.0943,553.06502475,951.51575925,False,False,True,False
MEAT BODY,ALUMINIUM,166,28782 BIG HORIZONTALE CAP,28782 BIG HORIZONTALE CAP,242.9,242.9,6218.240000000001,9570.26,False,False,True,False
MEAT BODY,ALUMINIUM,167,28780 BIG VERTICAL,28780 BIG VERTICAL,203.25,203.25,955.2749999999999,1077.225,False,False,True,False
MEAT BODY,ALUMINIUM,168,0661-0631 LONG RIVETS,0661-0631 LONG RIVETS,0.5150,0.5150,320.33,468.65000000000003,False,False,True,False
MEAT BODY,ALUMINIUM,169,SILPLUS - X WHITE,SILPLUS - X WHITE,116.1500,116.1500,1207.96,1951.3200000000002,False,False,True,False
MEAT BODY,SUB FRAME + LIGHT BOX ASSY,177,5MM 300 WA PLATE,5MM 300 WA PLATE,243,243,2551.5,4106.700000000001,False,False,True,False
MEAT BODY,SUB FRAME + LIGHT BOX ASSY,178,180*50*5MM CROSS MEMBER,180*50*5MM CROSS MEMBER,243,243,981.3461538461538,1579.5000000000002,False,False,True,False
MEAT BODY,REAR FRAME + FLOOR PLATE,208,3MM 3CR12 REAR FRAME,3MM 3CR12 REAR FRAME,965.76,965.76,1199.47392,1460.22912,False,False,True,False
MEAT BODY,REAR FRAME + FLOOR PLATE,209,TOP FRAME RAIN GUTTER,TOP FRAME RAIN GUTTER,965.76,965.76,677.4806399999999,765.8476800000001,False,False,True,False
MEAT BODY,MEAT RAILS,227,50*10 FLAT BAR,50*10 FLAT BAR,57.5,57.5,1509.375,2429.3750000000005,False,False,True,False
MEAT BODY,MEAT RAILS,228,J- BRACKET,J- BRACKET,39.791666666666664,39.791666666666664,1976.5368852459014,3228.995901639344,False,False,True,False
MEAT BODY,MEAT RAILS,229,M10*30 GALV BOLTS,M10*30 GALV BOLTS,0.5,0.5,74.50819672131146,121.72131147540983,False,False,True,False
MEAT BODY,MEAT RAILS,230,M10 NYLOCK NUT,M10 NYLOCK NUT,0.7374,0.7374,109.88468852459016,179.51459016393443,False,False,True,False
MEAT BODY,MEAT RAILS,233,REFLEXITE TAPE,REFLEXITE TAPE,18.0000,18.0000,228.6,349.20000000000005,False,False,True,False
DRY FREIGHT TRAILER,FRONT,28,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,2835.14751,2219.11443,True,True,True,True
DRY FREIGHT TRAILER,FRONT,31,PU,PU,0,0,0,0,False,False,False,True
DRY FREIGHT TRAILER,FRONT,33,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,995.8741610738256,901.5281879194631,False,True,True,True
DRY FREIGHT TRAILER,FRONT,35,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,597.3631763557985,586.6190430224652,False,True,True,True
DRY FREIGHT TRAILER,FRONT,36,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,2789.01792,2319.5998799999998,True,True,True,True
DRY FREIGHT TRAILER,DRD,41,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,2862.40854375,2240.4520687500003,True,True,True,True
DRY FREIGHT TRAILER,DRD,44,PU,PU,0,0,0,0,False,False,False,True
DRY FREIGHT TRAILER,DRD,46,4MM PF PLYWOOD,4MM PF PLYWOOD,95.63758389261746,86.57718120805369,1005.4498741610739,910.1967281879195,False,True,True,True
DRY FREIGHT TRAILER,DRD,48,INT GRP SKIN 1*450,Rhinoetx 1150 Bioshield,267.84,222.76,2815.8354,2341.903725,True,True,True,True
DRY FREIGHT TRAILER,DRD,49,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,False
DRY FREIGHT TRAILER,SIDES,74,EXT GRP SKIN 2*450,Rhinotex 1150 BW,272.27,213.11,16956.3629925,13272.011302500001,True,True,True,True
DRY FREIGHT TRAILER,SIDES,77,PU,PU,0,0,0,0,False,False,False,True
DRY FREIGHT TRAILER,SIDES,79,6MM PF PLYWOOD,6MM PF PLYWOOD,95.63758389261746,86.57718120805369,5956.093540268457,5391.832046979866,False,True,True,True
DRY FREIGHT TRAILER,SIDES,81,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,16680.47256,13872.99159,True,True,True,True
DRY FREIGHT TRAILER,SIDES,82,56MM PICTURE FRAME,56MM PICTURE FRAME,24.760928961748633,25.102459016393443,869.2324112021859,881.2218237704919,False,True,True,True
DRY FREIGHT TRAILER,ROOF,89,EXT GRP SKIN 2*300,Rhinotex 1150 BW,267.84,213.11,11037.0168,8781.730325,True,True,True,True
DRY FREIGHT TRAILER,ROOF,92,PU,PU,0,0,0,0,False,False,False,True
DRY FREIGHT TRAILER,ROOF,94,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,11037.0168,9179.3827,True,True,True,True
DRY FREIGHT TRAILER,ROOF,95,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,1526.192823770492,1498.742823770492,False,True,True,True
DRY FREIGHT TRAILER,FLOOR,103,EXT GRP SKIN 2*450,Rhinotex 1150 BW,267.84,213.11,11037.0168,8781.730325,True,True,True,True
DRY FREIGHT TRAILER,FLOOR,105,18MM BIRCH PLY,18MM BIRCH PLY,1990,1120,0,0,False,True,False,True
DRY FREIGHT TRAILER,FLOOR,106,2*300 INT LAMINATION,2*300 INT LAMINATION,100.30799999999999,50.153999999999996,11430.598139999998,5715.299069999999,False,True,True,False
GRP TRAILERS,FRONT,31,EXT GRP SKIN 2*450,Crystex V2,272.27,272.27,1838.4214939999995,1838.4214939999995,True,False,False,True
GRP TRAILERS,FRONT,34,PU,PU,467.59161073825504,444.80872483221475,3023.447355033557,2876.1332147651,False,True,True,True
GRP TRAILERS,FRONT,36,4MM PF PLYWOOD,4MM PF PLYWOOD,71.47651006711409,68.79194630872483,482.62369127516763,464.4969798657717,False,True,True,True
GRP TRAILERS,FRONT,38,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,470.1126102494232,461.6571969160899,False,True,True,True
GRP TRAILERS,FRONT,39,INT GRP SKIN 1*450,Rhinotex 2100 Bioshield,267.84,295.39,1808.5092479999994,1994.5323579999995,True,True,True,True
GRP TRAILERS,DRD,51,EXT GRP SKIN 2*300,Crystex V2,272.27,272.27,1875.2187844999996,1875.2187844999996,True,False,False,True
GRP TRAILERS,DRD,54,PU,PU,280.554966442953,266.88523489932885,1814.068413020134,1725.67992885906,False,True,True,True
GRP TRAILERS,DRD,56,4MM PF PLYWOOD,4MM PF PLYWOOD,71.47651006711409,68.79194630872483,492.28374161073816,473.79421140939587,False,True,True,True
GRP TRAILERS,DRD,58,INT GRP SKIN 1*450,Rhinotex 2100 Bioshield,267.84,295.39,1844.7078239999994,2034.4543164999995,True,True,True,True
GRP TRAILERS,DRD,59,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,True
GRP TRAILERS,SIDES,84,EXT GRP SKIN 2*450,Crystex V2,272.27,272.27,11219.566025,11219.566025,True,False,False,True
GRP TRAILERS,SIDES,87,PU,PU,238.47172147651003,226.8524496644295,9826.823462743287,9348.022319546979,False,True,True,True
GRP TRAILERS,SIDES,89,4MM PF PLYWOOD,4MM PF PLYWOOD,71.47651006711409,68.79194630872483,2945.368288590604,2834.744127516779,False,True,True,True
GRP TRAILERS,SIDES,91,INT GRP SKIN 1*450,Rhinotex 2100 Bioshield,267.84,295.39,11037.0168,12172.283425,True,True,True,True
GRP TRAILERS,SIDES,92,56MM PICTURE FRAME,56MM PICTURE FRAME,38.09979477838494,37.28646144505161,1285.8680737704917,1258.4180737704917,False,True,True,True
GRP TRAILERS,ROOF,99,EXT GRP SKIN 2*300,Rhinotex 1150 BW,267.84,213.11,11037.0168,8781.730325,True,True,True,True
GRP TRAILERS,ROOF,102,PU,PU,467.59161073825504,444.80872483221475,19268.281299496644,18329.455528523486,False,True,True,True
GRP TRAILERS,ROOF,104,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,11037.0168,9179.3827,True,True,True,True
GRP TRAILERS,ROOF,105,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,1526.192823770492,1498.742823770492,False,True,True,True
GRP TRAILERS,FLOOR,112,EXT GRP SKIN 2*450,Rhinotex 1150 BW,267.84,213.11,11037.0168,8781.730325,True,True,True,True
GRP TRAILERS,FLOOR,115,PU,PU,467.59161073825504,444.80872483221475,19268.281299496644,18329.455528523486,False,True,True,True
GRP TRAILERS,FLOOR,117,12MM BIRCH PLY,12MM BIRCH PLY,354.0268456375839,267.7852348993289,0,0,False,True,False,True
GRP TRAILERS,FLOOR,118,18MM BIRCH PLY,18MM BIRCH PLY,667.7852348993289,375.83892617449663,27517.760067114097,15487.382550335571,False,True,True,True
GRP TRAILERS,FLOOR,120,100*50 TIMBER,100*50 LVL Beam,130.54545454545453,148.72727272727272,13388.185394932936,15252.835171385992,True,True,True,True
GRP TRAILERS,FLOOR,121,2*300 INT LAMINATION,2*300 INT LAMINATION,100.30799999999999,50.153999999999996,11430.598139999998,5715.299069999999,False,True,True,False
GRP TRAILERS,FLOOR,131,19MM SHATTER PLYWOOD,19MM SHATTER PLYWOOD,243.28859060402684,246.64429530201343,0,0,False,True,False,False
RHINORANGE TRAILER,FRONT,31,EXT GRP SKIN 2*450,Crystex V2,272.27,272.27,1838.4214939999995,1838.4214939999995,True,False,False,True
RHINORANGE TRAILER,FRONT,34,PU,PU,637.3783557046979,585.8456375838927,4121.288447986576,3788.0778926174494,False,True,True,True
RHINORANGE TRAILER,FRONT,36,4MM PF PLYWOOD,4MM PF PLYWOOD,71.47651006711409,68.79194630872483,482.62369127516763,464.4969798657717,False,True,True,True
RHINORANGE TRAILER,FRONT,38,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,470.1126102494232,461.6571969160899,False,True,True,True
RHINORANGE TRAILER,FRONT,39,INT GRP SKIN 1*450,Rhinotex 2100 Bioshiled,267.84,295.39,1808.5092479999994,1994.5323579999995,True,True,True,True
RHINORANGE TRAILER,DRD,51,EXT GRP SKIN 2*300,Crystex V2,272.27,272.27,1875.2187844999996,1875.2187844999996,True,False,False,True
RHINORANGE TRAILER,DRD,54,PU,PU,382.4270134228188,351.50738255033554,2472.773068791946,2272.8467355704693,False,True,True,True
RHINORANGE TRAILER,DRD,56,4MM PF PLYWOOD,4MM PF PLYWOOD,95.63758389261746,86.57718120805369,658.6895134228188,596.2873489932884,False,True,True,True
RHINORANGE TRAILER,DRD,58,INT GRP SKIN 1*450,Rhinotex 2100 Bioshield,267.84,295.39,1844.7078239999994,2034.4543164999995,True,True,True,True
RHINORANGE TRAILER,DRD,59,130*62MM TAPPING BLOCKS,130*62MM TAPPING BLOCKS,,,952,1092,False,False,True,True
RHINORANGE TRAILER,SIDES,84,EXT GRP SKIN 2*450,Crystex V2,272.27,272.27,11219.566025,11219.566025,True,False,False,True
RHINORANGE TRAILER,SIDES,87,PU,PU,325.0629614093959,298.7812751677852,13395.031982277678,12312.029396476508,False,True,True,True
RHINORANGE TRAILER,SIDES,89,4MM PF PLYWOOD,4MM PF PLYWOOD,71.47651006711409,68.79194630872483,2945.368288590604,2834.744127516779,False,True,True,True
RHINORANGE TRAILER,SIDES,91,INT GRP SKIN 1*450,Rhinotex 2100 Bioshield,267.84,295.39,11037.0168,12172.283425,True,True,True,True
RHINORANGE TRAILER,SIDES,92,56MM PICTURE FRAME,56MM PICTURE FRAME,38.09979477838494,37.28646144505161,1285.8680737704917,1258.4180737704917,False,True,True,True
RHINORANGE TRAILER,ROOF,99,EXT GRP SKIN 2*300,Rhinotex 1150 BW,240.09,213.11,9893.508675000001,8781.730325,True,True,True,True
RHINORANGE TRAILER,ROOF,102,PU,PU,637.3783557046979,585.8456375838927,26264.768592701337,24141.234110738253,False,True,True,True
RHINORANGE TRAILER,ROOF,104,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,267.84,222.76,11037.0168,9179.3827,True,True,True,True
RHINORANGE TRAILER,ROOF,105,94MM PICTURE FRAME,94MM PICTURE FRAME,45.22052811171828,44.40719477838495,1526.192823770492,1498.742823770492,False,True,True,True
RHINORANGE TRAILER,FLOOR,112,EXT GRP SKIN 2*450,Rhinotex 1150 BW,240.09,213.11,9893.508675000001,8781.730325,True,True,True,True
RHINORANGE TRAILER,FLOOR,115,PU,PU,637.3783557046979,585.8456375838927,26264.768592701337,24141.234110738253,False,True,True,True
RHINORANGE TRAILER,FLOOR,117,12MM BIRCH PLY,12MM BIRCH PLY,354.0268456375839,267.7852348993289,0,0,False,True,False,True
RHINORANGE TRAILER,FLOOR,118,18MM BIRCH PLY,18MM BIRCH PLY,667.7852348993289,375.83892617449663,27517.760067114097,15487.382550335571,False,True,True,True
RHINORANGE TRAILER,FLOOR,120,100*50 TIMBER,100*50 LVL Beam,130.54545454545453,148.72727272727272,13388.185394932936,15252.835171385992,True,True,True,True
RHINORANGE TRAILER,FLOOR,121,2*300 INT LAMINATION,2*300 INT LAMINATION,100.30799999999999,50.153999999999996,5715.299069999999,2857.6495349999996,False,True,True,False
