scenario_id,sheet,trailer_id,trailer_name,variant,length,width,height,section_excel,section_mes,excel_total,mes_total,variance_pct,status,reason,likely_cause,accepted_reason
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,SIDES,SIDES,6466.398687,6466.47,0.001,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,ROOF,ROOF,3031.939281,3015.76,0.534,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,FLOOR,FLOOR,5917.240596,5917.24,0.0,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,ALUMINIUM,ALUMINIUM,3881.5688,3881.57,0.0,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,SUB FRAME + LIGHT BOX ASSY,SUB FRAME + LIGHT BOX ASSY,2910.114758,2910.11,0.0,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,REAR FRAME + FLOOR PLATE,REAR FRAME & FLOOR PLATE,2249.351114,2312.6,2.812,ACCEPTED,,PRICE_DIFF 3MM 3CR12 FLOOR PLATE (+63.25),"[DATA] 3MM 3CR12 FLOOR PLATE priced R1 040.16 in MES vs R965.76 on Burt's sheet (+R59-R63, 2-3 % of the section)."
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~as_sheet"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,as_sheet,2.31,1.68,1.39,SPRAY PAINTING,SPRAY PAINTING,750.0,750.0,0.0,PASS,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~all_eps"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,all_eps,2.31,1.68,1.39,FRONT,FRONT,1238.512605,1508.06,,UNVERIFIABLE,EXCEL_NO_PRICE:EPS,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~all_eps"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,all_eps,2.31,1.68,1.39,SRD,,0.0,,,SKIP,,,
"UP_TO_2,3_MTR_FREEZER~L2.31~W1.68~H1.39~all_eps"," UP TO 2,3 MTR FREEZER ",19,FREEZER 2.3 METER,all_eps,2.31,1.68,1.39,SRD DOOR FITTINGS,,0.0,,,SKIP,,,
