trailer,section,material,override_price,material_price,bom_id
RIGID DRY FREIGHT,REAR FRAME & FLOOR PLATE,2771-0824 MONOBOLTS,3.649,3.65,6813
RIGID DRY FREIGHT,REFLEXITE TAPE,TAPE,18.0,306.0,6807
RIGID DRY FREIGHT,ROOF,GLUE LINE,28.5833,28.58,6745
RIGID DRY FREIGHT,ROOF,45MM EPS,92.7,79.5739,6746
RIGID DRY FREIGHT,ROOF,80 DV URETHANE,411.578,228.654,6747
RIGID DRY FREIGHT,ROOF,GLUE LINE,28.5833,28.58,6748
RIGID DRY FREIGHT,SIDES,GLUE LINE,28.5833,28.58,6735
RIGID DRY FREIGHT,SIDES,20MM EPS,41.2,35.3662,6736
RIGID DRY FREIGHT,SIDES,80 DV URETHANE,228.654,228.654,6737
RIGID DRY FREIGHT,SIDES,GLUE LINE,28.5833,28.58,6738
RIGID DRY FREIGHT,SIDES,GLUE LINE,28.5833,28.58,6740
RIGID DRY FREIGHT,SRD,GLUE LINE,28.5833,28.58,6706
RIGID DRY FREIGHT,SRD,20MM EPS,41.2,35.3662,6707
RIGID DRY FREIGHT,SRD,80 DV URETHANE,228.654,228.654,6708
RIGID DRY FREIGHT,SRD,GLUE LINE,28.5833,28.58,6709
RIGID DRY FREIGHT,SRD,GLUE LINE,28.5833,28.58,6711
RIGID DRY FREIGHT,SRD,19MM PHONE BONDED PLYWOOD,316.779,316.779,6712
RIGID DRY FREIGHT,SRD DOOR FITTINGS,CSLB HINGES,146.73,146.73,6715
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SB 51111 DOOR SET,506.91,506.91,6716
RIGID DRY FREIGHT,SRD DOOR FITTINGS,34MM LOCKING POLE,42.0,252.0,6717
RIGID DRY FREIGHT,SRD DOOR FITTINGS,28777 DOOR CAPPING,106.14,108.3,6718
RIGID DRY FREIGHT,SRD DOOR FITTINGS,30258 NEW DOOR CAPPING,106.14,87.0,6719
RIGID DRY FREIGHT,SRD DOOR FITTINGS,2136 INNER DOOR RUBBER,24.72,180.456,6720
RIGID DRY FREIGHT,SRD DOOR FITTINGS,2317 OUTER DOOR RUBBER,60.18,953.853,6721
RIGID DRY FREIGHT,SRD DOOR FITTINGS,M10*40 GALV. BOLTS,0.5,0.5,6722
RIGID DRY FREIGHT,SRD DOOR FITTINGS,M10 SPRING WASHERS,0.1341,0.1341,6723
RIGID DRY FREIGHT,SRD DOOR FITTINGS,0661-0631 LONG RIVETS,0.515,0.515,6724
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SILPLUS X WHITE SILICONE,116.15,116.15,6725
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SMALL HORIZONTAL,181.78,197.2,6726
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SMALL VERTICAL,149.08,805.032,6727
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SMALL ALU CORNERS,54.9,45.0,6728
RIGID DRY FREIGHT,SRD DOOR FITTINGS,SILICONE,116.15,116.15,6729
RIGID DRY FREIGHT,SRD DOOR FITTINGS,0661-0631 LONG RIVETS,0.515,0.515,6730
RIGID DRY FREIGHT,SRD DOOR FITTINGS,T-BAR CATCH,56.0,56.0,6732
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,3MM LIGHT BOX,384.416,384.42,6793
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,100*50 TAPER CHANNEL,124.68,124.68,6794
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,100*100*3 SQ TUBE,167.92,167.92,6795
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,2MM CHEVRON PLATE,260.681,260.68,6796
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,1.7 MTR CHEVRON BOARD,165.0,165.0,6797
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,115MM RED TRUCK LIGHTS,115.0,115.0,6798
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,115MM AMBER TRUCK LIGHTS,115.0,115.0,6799
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,CROME NO.PLATE LIGHTS,50.0,50.0,6800
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,3MM MUD FLAP PLATES,384.416,384.42,6801
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,40*5MM FAT BAR,37.21,45.3962,6802
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,M10*30 GALV BOLTS,0.5,0.5,6803
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,M10 NYLOCK NUT,0.7374,0.74,6804
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,ICB MUDFLAP,267.08,267.08,6805
RIGID DRY FREIGHT,SUB FRAME + LIGHT BOX ASSY,0661-0631 RIVETS,0.515,360.5,6806
RIGID DRY FREIGHT,TOPHAT SECTON,2MM 3 CR12 PLATE,128.0,1843.2,6818
RIGID DRY FREIGHT,TOPHAT SECTON,RIVETS,0.2798,0.515,6819
