kind,sheet,row,trailer,section,bom_id,desc_before,desc_after,eff_before,eff_after,override_before,override_after,override_reset,override_provenance,material_before,material_after,mat_disposition,pu_rule,manifest_price_old,drift_note
LINE_UPDATE,UP TO 5.5 CHILLER AND 2.3 WIDE,27,CHILLER MEDIUM,SRD,3176,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,,,False,,290,125,REPOINT_EXISTING,,272.27,
LINE_UPDATE,UP TO 5.5 CHILLER AND 2.3 WIDE,46,CHILLER MEDIUM,SRD,3181,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,,,False,,293,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE,UP TO 5.5 CHILLER AND 2.3 WIDE,48,CHILLER MEDIUM,SRD,3183,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,294,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,41,DRY FREIGHT TRAILER,DRD,1603,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,99,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,46,DRY FREIGHT TRAILER,DRD,1608,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,86.57718120805369,,,False,,102,NEW#37,REPOINT_CREATED,,95.63758389261746,DB was 71.48 vs Aug sheet 95.63758389261746 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,48,DRY FREIGHT TRAILER,DRD,1610,INT GRP SKIN 1*450,Rhinoetx 1150 Bioshield,282.53,222.76,,,False,,103,NEW#36,REPOINT_CREATED,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,103,DRY FREIGHT TRAILER,FLOOR,1643,EXT GRP SKIN 2*450,Rhinotex 1150 BW,282.53,213.11,,,False,,283,125,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,105,DRY FREIGHT TRAILER,FLOOR,1645,18MM BIRCH PLY,18MM BIRCH PLY,468.121,1120.0,,,False,,322,NEW#39,REPOINT_CREATED,,1990.0,DB was 468.121 vs Aug sheet 1990.0 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,106,DRY FREIGHT TRAILER,FLOOR,1646,2*300 INT LAMINATION,2*300 INT LAMINATION,31.9395,50.153999999999996,,,False,,137,NEW#40,REPOINT_CREATED,,100.30799999999999,DB was 31.9395 vs Aug sheet 100.30799999999999 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,28,DRY FREIGHT TRAILER,FRONT,1594,EXT GRP SKIN 2*450,Rhinotex 1150 BW,264.37,213.11,,,False,,318,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,33,DRY FREIGHT TRAILER,FRONT,1599,6MM PF PLYWOOD,6MM PF PLYWOOD,95.6376,86.57718120805369,,,False,,327,NEW#17,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE,DRY FREIGHT TRAILER,35,DRY FREIGHT TRAILER,FRONT,1601,94MM PICTURE FRAME,94MM PICTURE FRAME,42.4329,44.40719477838495,,,False,,319,319,IN_PLACE,,45.22052811171828,DB was 42.4329 vs Aug sheet 45.22052811171828 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,36,DRY FREIGHT TRAILER,FRONT,1602,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,98,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,89,DRY FREIGHT TRAILER,ROOF,1635,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,177,125,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,94,DRY FREIGHT TRAILER,ROOF,1640,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.5,222.76,,,False,,128,128,IN_PLACE,,267.84,DB was 282.5 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,95,DRY FREIGHT TRAILER,ROOF,1641,94MM PICTURE FRAME,94MM PICTURE FRAME,42.4329,44.40719477838495,,,False,,195,319,REPOINT_EXISTING,,45.22052811171828,DB was 42.4329 vs Aug sheet 45.22052811171828 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,74,DRY FREIGHT TRAILER,SIDES,1625,EXT GRP SKIN 2*450,Rhinotex 1150 BW,264.37,213.11,,,False,,320,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,79,DRY FREIGHT TRAILER,SIDES,1630,6MM PF PLYWOOD,6MM PF PLYWOOD,95.6376,86.57718120805369,,,False,,328,NEW#17,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE,DRY FREIGHT TRAILER,81,DRY FREIGHT TRAILER,SIDES,1632,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,122,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE,DRY FREIGHT TRAILER,82,DRY FREIGHT TRAILER,SIDES,1633,56MM PICTURE FRAME,56MM PICTURE FRAME,36.3205,25.102459016393443,,,False,,321,NEW#38,REPOINT_CREATED,,24.760928961748633,DB was 36.3205 vs Aug sheet 24.760928961748633 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,37,EXPLOSIVE 2.7 TO 4.8,DRD,6368,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,99,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE 2.7 TO 4.8,77,EXPLOSIVE 2.7 TO 4.8,DRD,6371,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,209,209,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,121,EXPLOSIVE 2.7 TO 4.8,FLOOR,6464,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,131,125,REPOINT_EXISTING,,272.27,DB was 282.53 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,137,EXPLOSIVE 2.7 TO 4.8,FLOOR,6410,18MM PF PLYWOOD,18MM PF PLYWOOD,446.4,358.4,,,False,,222,NEW#58,REPOINT_CREATED,,636.8,DB was 446.4 vs Aug sheet 636.8 (pre-existing drift)
PU_COVERED,EXPLOSIVE 2.7 TO 4.8,27,EXPLOSIVE 2.7 TO 4.8,FRONT,6337,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,207,207,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,29,EXPLOSIVE 2.7 TO 4.8,FRONT,6339,4MM PF PLYWOOD,4MM PF PLYWOOD,95.64,86.57718120805369,,,False,,96,NEW#37,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,107,EXPLOSIVE 2.7 TO 4.8,ROOF,6399,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,177,125,REPOINT_EXISTING,,272.27,DB was 282.53 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE 2.7 TO 4.8,124,EXPLOSIVE 2.7 TO 4.8,ROOF,6402,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,213,213,UNCHANGED,PU-32D,176.520244295302,
PU_COVERED,EXPLOSIVE 2.7 TO 4.8,110,EXPLOSIVE 2.7 TO 4.8,SIDES,6393,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,211,211,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,74,EXPLOSIVE 2.7 TO 4.8,SIDES,6390,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,118,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,24,EXPLOSIVE 2.7 TO 4.8,SRD,6342,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,,,False,,290,125,REPOINT_EXISTING,,272.27,
LINE_UPDATE,EXPLOSIVE 2.7 TO 4.8,42,EXPLOSIVE 2.7 TO 4.8,SRD,6347,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,86.57718120805369,,,False,,293,NEW#37,REPOINT_CREATED,,95.63758389261746,DB was 71.48 vs Aug sheet 95.63758389261746 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,37,EXPLOSIVE 4.9 AND UP,DRD,3971,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,99,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE 4.9 AND UP,77,EXPLOSIVE 4.9 AND UP,DRD,3974,PU,PU,180.83,172.01508724832217,180.83,172.01508724832217,False,last override batch 2026-08-18 08:47:23.790736,209,209,UNCHANGED,PU-4G-DISPLAY,246.48503355704702,DB was 180.83 vs Aug sheet 246.48503355704702
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,121,EXPLOSIVE 4.9 AND UP,FLOOR,4011,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,131,125,REPOINT_EXISTING,,272.27,DB was 282.53 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,137,EXPLOSIVE 4.9 AND UP,FLOOR,4013,18 MM PF PLYWOOD,18 MM PF PLYWOOD,446.4,358.4,446.4,,True,,134,NEW#59,REPOINT_CREATED,,636.8,DB was 446.4 vs Aug sheet 636.8 (pre-existing drift)
PU_COVERED,EXPLOSIVE 4.9 AND UP,27,EXPLOSIVE 4.9 AND UP,FRONT,3940,PU,PU,180.83,172.01508724832217,180.83,172.01508724832217,False,last override batch 2026-08-18 08:46:42.722113,207,207,UNCHANGED,PU-4G-DISPLAY,246.48503355704702,DB was 180.83 vs Aug sheet 246.48503355704702
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,29,EXPLOSIVE 4.9 AND UP,FRONT,3942,4MM PF PLYWOOD,4MM PF PLYWOOD,95.64,86.57718120805369,,,False,,96,NEW#37,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,107,EXPLOSIVE 4.9 AND UP,ROOF,4002,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,177,125,REPOINT_EXISTING,,272.27,DB was 282.53 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE 4.9 AND UP,124,EXPLOSIVE 4.9 AND UP,ROOF,4005,PU,PU,180.825591,172.01508724832217,180.825591,172.01508724832217,False,,213,213,UNCHANGED,PU-4G-DISPLAY,246.48503355704702,DB was 180.825591 vs Aug sheet 246.48503355704702
PU_COVERED,EXPLOSIVE 4.9 AND UP,110,EXPLOSIVE 4.9 AND UP,SIDES,3996,PU,PU,180.825591,172.01508724832217,180.825591,172.01508724832217,False,,211,211,UNCHANGED,PU-4G-DISPLAY,246.48503355704702,DB was 180.825591 vs Aug sheet 246.48503355704702
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,74,EXPLOSIVE 4.9 AND UP,SIDES,3993,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,118,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,79,EXPLOSIVE 4.9 AND UP,SIDES,3998,4MM PF PLYWOOD,4MM PF PLYWOOD,95.6376,86.57718120805369,,,False,,121,NEW#37,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,24,EXPLOSIVE 4.9 AND UP,SRD,3945,EXT GRP SKIN 2*300,Rhinotex 1150 BW,256.5,213.11,256.5,,True,,290,125,REPOINT_EXISTING,,272.27,DB was 256.5 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE 4.9 AND UP,42,EXPLOSIVE 4.9 AND UP,SRD,3950,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,86.57718120805369,,,False,,293,NEW#37,REPOINT_CREATED,,95.63758389261746,DB was 71.48 vs Aug sheet 95.63758389261746 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE UP TO 2.7,37,EXPLOSIVE UP TO 2.7,DRD,5207,EXT GRP SKIN 2*300,Rhinotex 1150 BW,256.5,213.11,256.5,,True,,99,125,REPOINT_EXISTING,,272.27,DB was 256.5 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE UP TO 2.7,77,EXPLOSIVE UP TO 2.7,DRD,5210,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,209,209,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,79,EXPLOSIVE UP TO 2.7,DRD,5212,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,102,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,121,EXPLOSIVE UP TO 2.7,FLOOR,5247,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,264.37,,True,,131,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE UP TO 2.7,137,EXPLOSIVE UP TO 2.7,FLOOR,5249,9MM PF PLYWOOD,9MM PF PLYWOOD,446.4,358.4,,,False,,196,NEW#57,REPOINT_CREATED,,636.8,DB was 446.4 vs Aug sheet 636.8 (pre-existing drift)
PU_COVERED,EXPLOSIVE UP TO 2.7,27,EXPLOSIVE UP TO 2.7,FRONT,5176,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,207,207,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,29,EXPLOSIVE UP TO 2.7,FRONT,5178,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,96,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,107,EXPLOSIVE UP TO 2.7,ROOF,5238,EXT GRP SKIN 2*300,Rhinotex 1150 BW,256.5,213.11,256.5,,True,,177,125,REPOINT_EXISTING,,272.27,DB was 256.5 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED,EXPLOSIVE UP TO 2.7,124,EXPLOSIVE UP TO 2.7,ROOF,5241,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,213,213,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,126,EXPLOSIVE UP TO 2.7,ROOF,5243,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,214,NEW#42,REPOINT_CREATED,,71.47651006711409,
PU_COVERED,EXPLOSIVE UP TO 2.7,110,EXPLOSIVE UP TO 2.7,SIDES,5232,PU,PU,176.52,167.9194899328859,176.52,167.9194899328859,False,,211,211,UNCHANGED,PU-32D,176.520244295302,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,112,EXPLOSIVE UP TO 2.7,SIDES,5234,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,121,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,74,EXPLOSIVE UP TO 2.7,SIDES,5229,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,118,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE,EXPLOSIVE UP TO 2.7,24,EXPLOSIVE UP TO 2.7,SRD,5181,EXT GRP SKIN 2*300,Rhinotex 1150 BW,272.27,213.11,,,False,,290,125,REPOINT_EXISTING,,272.27,
LINE_UPDATE,EXPLOSIVE UP TO 2.7,42,EXPLOSIVE UP TO 2.7,SRD,5186,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,,,False,,293,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",36,FREEZER 2.3 METER,DRD,3597,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,99,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED," UP TO 2,3 MTR FREEZER ",74,FREEZER 2.3 METER,DRD,3600,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,209,209,UNCHANGED,PU-32D,258.3223087248322,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",76,FREEZER 2.3 METER,DRD,3602,INT GRP SKIN 2*300,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,174,174,IN_PLACE,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",102,FREEZER 2.3 METER,FLOOR,3633,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,131,125,REPOINT_EXISTING,,272.27,DB was 282.53 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",133,FREEZER 2.3 METER,FLOOR,3638,9MM PF PLYWOOD,9MM PF PLYWOOD,124.16,112.75167785234899,124.16,,True,,196,NEW#52,REPOINT_CREATED,,124.16107382550335,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",135,FREEZER 2.3 METER,FLOOR,3640,228*50 TIMBER,228*50 TIMBER,128.674,146.59498207885304,,,False,,181,181,IN_PLACE,,128.67383512544802,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",136,FREEZER 2.3 METER,FLOOR,3641,100*50 timber,100*50 LVL Beam,128.674,146.59498207885304,,,False,,136,NEW#50,REPOINT_CREATED,,128.67383512544802,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",137,FREEZER 2.3 METER,FLOOR,3642,2*300 INT LAMINATION,2*300 INT LAMINATION,31.9395,50.153999999999996,,,False,,137,NEW#40,REPOINT_CREATED,,100.30799999999999,DB was 31.9395 vs Aug sheet 100.30799999999999 (pre-existing drift)
PU_COVERED," UP TO 2,3 MTR FREEZER ",27,FREEZER 2.3 METER,FRONT,3569,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,207,207,UNCHANGED,PU-32D,258.3223087248322,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",29,FREEZER 2.3 METER,FRONT,3571,58MM PICTURE FRAME,58MM PICTURE FRAME,36.3205,37.28646144505161,,,False,,193,NEW#26,REPOINT_CREATED,,38.09979477838494,DB was 36.3205 vs Aug sheet 38.09979477838494 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",30,FREEZER 2.3 METER,FRONT,3572,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,98,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",115,FREEZER 2.3 METER,ROOF,3625,EXT GRP SKIN 1*450,Rhinotex 1150 BW,282.54,213.11,,,False,,125,125,IN_PLACE,,267.84,DB was 282.54 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",120,FREEZER 2.3 METER,ROOF,3630,94MM PICTURE FRAME,94MM PICTURE FRAME,45.2205,44.40719477838495,45.2205,,True,,195,319,REPOINT_EXISTING,,45.22052811171828,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",121,FREEZER 2.3 METER,ROOF,3631,INT GRP SKIN 2*300,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,178,178,IN_PLACE,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
PU_COVERED," UP TO 2,3 MTR FREEZER ",105,FREEZER 2.3 METER,SIDES,3620,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,211,211,UNCHANGED,PU-32D,258.3223087248322,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",107,FREEZER 2.3 METER,SIDES,3622,58MM PICTURE FARME,58MM PICTURE FARME,38.1,37.28646144505161,38.1,,True,,281,281,IN_PLACE,,38.09979477838494,
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",108,FREEZER 2.3 METER,SIDES,3623,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,122,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",71,FREEZER 2.3 METER,SIDES,3617,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,118,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",24,FREEZER 2.3 METER,SRD,3573,EXT GRP SKIN 2*300,Rhinotex 1150 BW,256.5,213.11,256.5,,True,,290,125,REPOINT_EXISTING,,272.27,DB was 256.5 vs Aug sheet 272.27 (pre-existing drift)
LINE_UPDATE," UP TO 2,3 MTR FREEZER ",41,FREEZER 2.3 METER,SRD,3578,INT GRP SKIN 2*300,Rhinotex 1150 Bioshield,192.5,222.76,,,False,,687,687,IN_PLACE,,267.84,DB was 192.5 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,43,FREEZER LARGE,DRD,2584,EXT GRP SKIN 2*300,Rhinotex 1150 BW,264.37,213.11,,,False,,99,125,REPOINT_EXISTING,,272.27,DB was 264.37 vs Aug sheet 272.27 (pre-existing drift)
PU_COVERED, 4.9 & UP FREEZER BODY (2,84,FREEZER LARGE,DRD,2587,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,209,209,UNCHANGED,PU-32D,258.3223087248322,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,86,FREEZER LARGE,DRD,2589,4MM PF PLYWOOD,4MM PF PLYWOOD,95.64,86.57718120805369,95.64,,True,,102,NEW#37,REPOINT_CREATED,,95.63758389261746,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,88,FREEZER LARGE,DRD,2591,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,103,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,115,FREEZER LARGE,FLOOR,2625,EXT GRP SKIN 2*300,Rhinotex 1150 BW,282.53,213.11,,,False,,131,125,REPOINT_EXISTING,,240.09,DB was 282.53 vs Aug sheet 240.09 (pre-existing drift)
PU_COVERED, 4.9 & UP FREEZER BODY (2,146,FREEZER LARGE,FLOOR,2628,PU,PU,430.537,409.5597315436242,430.537,409.5597315436242,False,,236,236,UNCHANGED,PU-32D,430.5371812080537,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,148,FREEZER LARGE,FLOOR,2630,18 MM PF PLYWOOD,18 MM PF PLYWOOD,468.12,375.83892617449663,468.12,,True,,134,NEW#56,REPOINT_CREATED,,667.7852348993289,DB was 468.12 vs Aug sheet 667.7852348993289 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,151,FREEZER LARGE,FLOOR,2633,100*50 timber,100*50 LVL Beam,128.674,146.59498207885304,,,False,,136,NEW#50,REPOINT_CREATED,,128.67383512544802,
PU_COVERED, 4.9 & UP FREEZER BODY (2,32,FREEZER LARGE,FRONT,2551,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,207,207,UNCHANGED,PU-32D,266.9330523489933,DB was 258.32 vs Aug sheet 266.9330523489933
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,34,FREEZER LARGE,FRONT,2553,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,96,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,36,FREEZER LARGE,FRONT,2555,58MM PICTURE FRAME,58MM PICTURE FRAME,36.3205,37.28646144505161,,,False,,193,NEW#26,REPOINT_CREATED,,38.09979477838494,DB was 36.3205 vs Aug sheet 38.09979477838494 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,37,FREEZER LARGE,FRONT,2556,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,98,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,130,FREEZER LARGE,ROOF,2617,EXT GRP SKIN 1*450,Rhinotex 1150 BW,282.54,213.11,,,False,,125,125,IN_PLACE,,240.09,DB was 282.54 vs Aug sheet 240.09 (pre-existing drift)
PU_COVERED, 4.9 & UP FREEZER BODY (2,133,FREEZER LARGE,ROOF,2620,PU,PU,430.54,409.5597315436242,430.54,409.5597315436242,False,,213,213,UNCHANGED,PU-32D,430.5371812080537,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,135,FREEZER LARGE,ROOF,2622,94MM PICTURE FRAME,94MM PICTURE FRAME,42.4329,44.40719477838495,,,False,,195,319,REPOINT_EXISTING,,45.22052811171828,DB was 42.4329 vs Aug sheet 45.22052811171828 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,136,FREEZER LARGE,ROOF,2623,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.5,222.76,,,False,,128,128,IN_PLACE,,267.84,DB was 282.5 vs Aug sheet 267.84 (pre-existing drift)
PU_COVERED, 4.9 & UP FREEZER BODY (2,118,FREEZER LARGE,SIDES,2610,PU,PU,258.32,245.73583892617447,258.32,245.73583892617447,False,,211,211,UNCHANGED,PU-32D,266.9330523489933,DB was 258.32 vs Aug sheet 266.9330523489933
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,120,FREEZER LARGE,SIDES,2612,4MM PF PLYWOOD,4MM PF PLYWOOD,71.48,68.79194630872483,71.48,,True,,121,NEW#42,REPOINT_CREATED,,71.47651006711409,
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,122,FREEZER LARGE,SIDES,2614,58MM PICTURE FRAME,58MM PICTURE FRAME,36.3205,37.28646144505161,,,False,,235,NEW#26,REPOINT_CREATED,,38.09979477838494,DB was 36.3205 vs Aug sheet 38.09979477838494 (pre-existing drift)
LINE_UPDATE, 4.9 & UP FREEZER BODY (2,123,FREEZER LARGE,SIDES,2615,INT GRP SKIN 1*450,Rhinotex 1150 Bioshield,282.53,222.76,,,False,,122,128,REPOINT_EXISTING,,267.84,DB was 282.53 vs Aug sheet 267.84 (pre-existing drift)
